State,County_x,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18",Economic_typology_2015,POP_ESTIMATE_2018,N_POP_CHG_2018,Births_2018,Youth_rate,Deaths_2018,NATURAL_INC_2018,INTERNATIONAL_MIG_2018,DOMESTIC_MIG_2018,NET_MIG_2018,RESIDUAL_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,POVALL_2018,PCTPOVALL_2018,POV017_2018,PCTPOV017_2018,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,have_confirmed_18,GEOID,AWATER,COUNTYFIPS,TotalHospitalsInCounty,TotalBedsInCounty,AREA,ATH,CTF,CTH,LEVEL 1,LEVEL 1 PEDIATRIC,LEVEL 3,LEVEL I,LEVEL I PEDIATRIC,"LEVEL I, LEVEL I PEDIATRIC","LEVEL I, LEVEL II PEDIATRIC","LEVEL I, LEVEL PEDIATRIC",LEVEL II,LEVEL II PEDIATRIC,"LEVEL II, LEVEL II PEDIATRIC","LEVEL II, LEVEL III PEDIATRIC","LEVEL II, LEVEL PEDIATRIC",LEVEL III,LEVEL III PEDIATRIC,"LEVEL III, LEVEL III PEDIATRIC",LEVEL IV,LEVEL PEDIATRIC,LEVEL V,NOT AVAILABLE,NOT DESIGNATED,PARC,REGIONAL TRAUMA CENTER,RPTC,RTC,RTH,TRAUMA SYSTEM HOSPITAL,TRF,TRH,UNCLASSIFIED,CHILDREN,CHRONIC DISEASE,CRITICAL ACCESS,GENERAL ACUTE CARE,LONG TERM CARE,MILITARY,PSYCHIATRIC,REHABILITATION,SPECIAL,WOMEN,NoOfAirports
AL,Marshall,4,5,12151,19818,19442,12233,19.1,31.1,30.5,19.2,3,96109,500,1363,0.113131965,1132,231,43,230,273,-4,1046,14.21880053,11.80901115,2.409789378,0.448575512,2.39935739,2.847932901,17341,18.3,6532,27.9,0,42598,41157,1441,3.4,46233,92.6866,FALSE,1095,148495464,1095,2,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,47
AL,Mobile,2,2,38247,92986,82763,63703,13.8,33.5,29.8,22.9,0,413757,-758,5337,0.110656738,4500,837,568,-2152,-1584,-11,7277,12.88707091,10.86599571,2.021075202,1.371530125,-5.196360616,-3.82483049,84539,20.8,29853,31.4,1,187406,178608,8798,4.7,43598,87.404,FALSE,1097,1074031983,1097,7,1929,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,0,11
AL,Monroe,7,11,2409,6805,3464,2078,16.3,46.1,23.5,14.1,3,21067,-235,204,0.088622015,283,-79,-2,-155,-157,1,230,9.629682079,13.35882367,-3.729141589,-0.094408648,-7.316670207,-7.411078855,4560,21.9,1416,31.6,0,7158,6716,442,6.2,39556,79.3007,FALSE,1099,22609681,1099,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62
AL,Montgomery,2,2,21646,38289,41976,48131,14.4,25.5,28,32.1,4,225763,-1316,3047,0.11423041,2190,857,242,-2416,-2174,1,9120,13.45723232,9.672247716,3.784984608,1.068805455,-10.67038835,-9.601582892,43567,20.1,16182,31.3,1,105579,101360,4219,4,49640,99.5169,TRUE,1101,37844005,1101,8,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,0,0,82
AL,Morgan,3,2,13706,24350,26356,17849,16.7,29.6,32,21.7,3,119089,278,1410,0.098430586,1333,77,83,126,209,-8,1998,11.85372005,11.20638924,0.647330811,0.697772173,1.0592686,1.757040773,15419,13.2,5355,20.1,1,56339,54356,1983,3.5,52797,105.8459,FALSE,1103,50921199,1103,3,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,38
AL,Perry,8,4,1275,2293,1334,913,21.9,39.4,22.9,15.7,0,9140,-179,107,0.106564551,131,-24,-1,-155,-156,1,783,11.59326074,14.19361829,-2.600357549,-0.108348231,-16.79397584,-16.90232407,2943,35.3,1010,52.8,0,3397,3175,222,6.5,26814,53.7559,FALSE,1105,10937769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
AL,Pickens,3,2,2829,5352,4425,1959,19.4,36.7,30.4,13.5,0,19938,-244,214,0.091282977,221,-7,2,-242,-240,3,1776,10.66799601,11.01694915,-0.348953141,0.099700897,-12.06380857,-11.96410768,4177,23.1,1183,30.8,1,7805,7449,356,4.6,37586,75.3513,FALSE,1107,22521210,1107,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
AL,Pike,6,5,3660,6405,4657,4536,19,33.3,24.2,23.6,4,33338,-97,344,0.093166957,344,0,101,-198,-97,0,2241,10.30356581,10.30356581,0,3.025174846,-5.930540787,-2.905365941,7315,23.6,1900,30.6,0,15230,14544,686,4.5,37259,74.6958,FALSE,1109,2336975,1109,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34
AL,Randolph,6,4,3340,5719,4329,2350,21.2,36.3,27.5,14.9,0,22725,42,248,0.089592959,312,-64,-4,111,107,-1,400,10.92318534,13.74207188,-2.81888654,-0.176180409,4.889006343,4.712825934,4375,19.7,1504,31.4,0,9538,9155,383,4,40546,81.2855,FALSE,1111,9285419,1111,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23
AL,Russell,2,2,6495,12583,13434,6438,16.7,32.3,34.5,16.5,3,57781,753,755,0.121354771,654,101,-32,682,650,2,574,13.152279,11.39283506,1.759443946,-0.557447587,11.8806017,11.32315411,12384,21.7,4340,31.6,1,23753,22798,955,4,39104,78.3946,FALSE,1113,15641643,1113,2,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7
AL,St. Clair,1,1,9255,21865,19587,9991,15.2,36,32.3,16.5,0,88690,714,1019,0.096966964,960,59,32,621,653,2,1562,11.53589259,10.86796554,0.667927049,0.362265518,7.030215208,7.392480726,10432,12,2957,15,1,39683,38296,1387,3.5,57284,114.8413,TRUE,1115,56400695,1115,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
AL,Shelby,1,1,11258,29106,42634,60424,7.8,20.3,29.7,42.1,0,215707,1978,2282,0.091067976,1571,711,145,1136,1281,-14,2512,10.62789333,7.316573366,3.311319964,0.675304353,5.290660308,5.965964661,16916,8,4444,8.9,1,112891,109672,3219,2.9,75663,151.687,TRUE,1117,62537787,1117,3,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,43
AL,Sumter,8,6,1238,2969,1936,1715,15.8,37.8,24.6,21.8,4,12691,-89,128,0.091560949,148,-20,39,-107,-68,-1,939,10.05064583,11.62105924,-1.570413411,3.062306152,-8.401711751,-5.339405599,4076,34.7,1140,48.1,0,4768,4487,281,5.9,27859,55.8509,FALSE,1119,24634883,1119,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
AL,Talladega,4,3,10671,19607,17827,8017,19,34.9,31.8,14.3,3,79828,-194,833,0.088841008,1063,-230,23,17,40,-4,2942,10.42227088,13.29996872,-2.877697842,0.287769784,0.212699406,0.50046919,14825,19.3,4301,26.4,0,34978,33481,1497,4.3,41630,83.4586,FALSE,1121,60926366,1121,2,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
AL,Tallapoosa,6,6,5581,9402,8355,5244,19.5,32.9,29.2,18.3,0,40497,-116,409,0.09296985,556,-147,-10,44,34,-3,576,10.08506966,13.70977685,-3.624707188,-0.24657872,1.084946369,0.838367649,7839,19.7,2525,30.7,0,17772,17028,744,4.2,42205,84.6114,FALSE,1123,128806123,1123,2,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
AL,Tuscaloosa,3,2,14748,38097,36040,38669,11.6,29.9,28.3,30.3,4,208911,1202,2488,0.097610944,1808,680,232,295,527,-5,10557,11.9437377,8.67937209,3.264365609,1.113724737,1.41615861,2.529883347,33330,16.8,8956,20.9,1,101569,97855,3714,3.7,52557,105.3648,TRUE,1125,78715350,1125,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,0,0,1
AL,Walker,1,1,8606,16685,14479,5204,19.1,37.1,32.2,11.6,0,63711,-224,745,0.102666729,998,-253,4,31,35,-6,851,11.67290789,15.63699607,-3.964088181,0.062673331,0.485718315,0.548391646,11231,17.9,3415,24.7,1,25132,24064,1068,4.2,45434,91.0848,FALSE,1127,36754696,1127,1,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
AL,Washington,8,7,2243,4954,2996,1276,19.6,43.2,26.1,11.1,3,16378,-154,160,0.084442545,186,-26,12,-141,-129,1,147,9.723488301,11.30355515,-1.580066849,0.729261623,-8.568824066,-7.839562443,2846,17.6,916,25.8,0,6667,6278,389,5.8,44424,89.06,FALSE,1129,21652733,1129,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,133
AL,Wilcox,9,10,1662,2903,1738,901,23.1,40.3,24.1,12.5,3,10627,-85,135,0.104639127,139,-4,0,-81,-81,0,108,12.65288908,13.02778949,-0.374900417,0,-7.591733446,-7.591733446,3504,33.4,1262,50.6,0,2734,2472,262,9.6,25385,50.8911,FALSE,1131,49057525,1131,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
AL,Winston,6,4,3755,6420,4683,2326,21.9,37.4,27.3,13.5,3,23660,-85,242,0.08465765,340,-98,2,13,15,-2,301,10.20989347,14.34447843,-4.134584959,0.084379285,0.548465352,0.632844637,4338,18.6,1314,27.6,0,9781,9371,410,4.2,41156,82.5084,FALSE,1133,48922726,1133,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
AK,Aleutians East,9,12,358,1061,882,336,13.6,40.2,33.4,12.7,3,3515,20,19,0.037268848,11,8,136,-125,11,1,1729,5.420827389,3.138373752,2.282453638,38.80171184,-35.66333809,3.138373752,544,15.5,34,12.5,0,2321,2252,69,3,70081,93.5511,FALSE,2013,20800268276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
AK,Aleutians West Census Area,9,11,459,1664,1309,675,11.2,40.5,31.9,16.4,3,5723,-3,31,0.046304386,11,20,150,-175,-25,2,2528,5.415320115,1.921565202,3.493754913,26.20316185,-30.57035549,-4.367193641,550,10,51,8.1,0,3615,3487,128,3.5,82633,110.3068,FALSE,2016,25186009907,2016,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
AK,Anchorage Municipality,2,2,11867,45753,66655,67719,6.2,23.8,34.7,35.3,4,291538,-2726,4252,0.129887013,1789,2463,1155,-6377,-5222,33,7605,14.5168504,6.107865798,8.408984606,3.943311904,-21.77186148,-17.82854958,27075,9.5,8467,12.1,1,151950,143602,8348,5.5,82113,109.6126,TRUE,2020,615500204,2020,9,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0,0,
AK,Bethel Census Area,7,11,1798,4371,2314,1194,18.6,45.2,23.9,12.3,0,18216,137,435,0.197902942,137,298,6,-170,-164,3,294,23.97024384,7.549249208,16.42099463,0.330624053,-9.367681499,-9.037057446,5869,32.7,2651,41.2,0,7400,6455,945,12.8,44304,59.1414,FALSE,2050,12768645652,2050,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
AK,Bristol Bay,9,12,36,225,240,144,5.6,34.9,37.2,22.3,3,877,7,6,0.095781072,9,-3,1,9,10,0,16,6.868918145,10.30337722,-3.434459073,1.144819691,10.30337722,11.44819691,96,11.2,25,15.2,0,441,413,28,6.3,77257,103.1303,FALSE,2060,949768219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
AK,Denali,8,7,25,418,461,697,1.6,26.1,28.8,43.5,5,2059,-7,28,0.087906751,1,27,26,-61,-35,1,106,13.57575758,0.484848485,13.09090909,12.60606061,-29.57575758,-16.96969697,135,6.9,28,7.3,0,1088,1003,85,7.8,75477,100.7542,FALSE,2068,66105677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
AK,Dillingham Census Area,9,12,370,1138,835,559,12.7,39.2,28.8,19.3,3,5000,65,103,0.1696,43,60,1,2,3,2,52,20.73477604,8.656265727,12.07851032,0.201308505,0.402617011,0.603925516,1091,22,489,31.6,0,2027,1861,166,8.2,54524,72.7841,FALSE,2070,5950680491,2070,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
AK,Fairbanks North Star,3,2,3381,13785,24520,20152,5.5,22.3,39.7,32.6,4,98971,-754,1580,0.140323933,505,1075,222,-2058,-1836,7,4816,15.90369207,5.083142086,10.82054999,2.234569392,-20.71506221,-18.48049281,8104,8.6,2205,9.4,1,46101,43426,2675,5.8,74268,99.1403,TRUE,2090,273047179,2090,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,36
AK,Haines,9,12,57,561,553,701,3,30,29.5,37.4,5,2474,-44,16,0.062651576,10,6,2,-51,-49,-1,0,6.41025641,4.006410256,2.403846154,0.801282051,-20.43269231,-19.63141026,259,10.5,69,16.4,0,1092,988,104,9.5,58943,78.683,FALSE,2100,1051059522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
AK,Hoonah-Angoon Census Area,9,10,143,598,546,393,8.5,35.6,32.5,23.4,4,2151,12,18,0.077638308,31,-13,16,9,25,0,0,8.391608392,14.45221445,-6.060606061,7.459207459,4.195804196,11.65501166,370,17.2,109,27.6,0,1158,1012,146,12.6,51188,68.3308,FALSE,2105,7801359160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Juneau City and,5,8,878,4584,8138,8879,3.9,20.4,36.2,39.5,4,32113,52,331,0.096845514,169,162,119,-231,-112,2,973,10.31570418,5.266930533,5.048773647,3.708667061,-7.199177237,-3.490510175,2299,7.3,573,8.5,0,17232,16470,762,4.4,79173,105.688,FALSE,2110,1426663852,2110,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
AK,Kenai Peninsula,7,11,2902,12989,15008,9378,7.2,32.2,37.3,23.3,5,58533,11,702,0.101037022,523,179,84,-251,-167,-1,1654,11.99436163,8.93597027,3.058391355,1.435222759,-4.28858229,-2.853359532,7103,12.4,1890,14.5,0,26497,24453,2044,7.7,65439,87.3545,FALSE,2122,22525337842,2122,3,204,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,28
AK,Ketchikan Gateway,7,8,701,2865,3671,2343,7.3,29.9,38.3,24.5,4,13918,36,160,0.101307659,94,66,58,-89,-31,1,252,11.51079137,6.762589928,4.748201439,4.172661871,-6.402877698,-2.230215827,1244,9.1,375,12.5,0,7026,6604,422,6,68309,91.1857,TRUE,2130,4651750442,2130,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
AK,Kodiak Island,7,11,889,2747,2863,2285,10.1,31.3,32.6,26,3,13345,-174,207,0.136980142,57,150,81,-405,-324,0,386,15.4109589,4.243597379,11.16736153,6.030375223,-30.15187612,-24.12150089,1073,8.2,331,9.9,0,6210,5848,362,5.8,74109,98.9281,FALSE,2150,14166823224,2150,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
AK,Kusilvak Census Area,9,12,880,2117,760,190,22.3,53.6,19.3,4.8,0,8303,73,249,0.233168734,106,143,18,-87,-69,-1,9,30.12157503,12.82283917,17.29873586,2.177463255,-10.52440573,-8.346942479,2905,35.1,1600,47.4,0,2708,2169,539,19.9,32728,43.6886,FALSE,2158,6694349084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Lake and Peninsula,9,12,123,356,237,134,14.5,41.9,27.9,15.8,5,1587,-20,38,0.172652804,19,19,8,-48,-40,1,37,23.7946149,11.89730745,11.89730745,5.009392611,-30.05635567,-25.04696306,288,18.2,106,23.7,0,739,653,86,11.6,49403,65.948,FALSE,2164,25992281749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
AK,Matanuska-Susitna,2,2,5068,21381,25899,14073,7.6,32.2,39,21.2,5,107610,1227,1495,0.109004739,608,887,137,207,344,-4,2082,13.97241966,5.682428865,8.289990794,1.280415715,1.934642722,3.215058437,10937,10.4,3348,11.8,1,47654,44014,3640,7.6,74649,99.6489,FALSE,2170,1456871464,2170,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136
AK,Nome Census Area,7,11,872,2347,1457,799,15.9,42.9,26.6,14.6,0,10008,40,210,0.183952838,111,99,11,-69,-58,-1,174,21.02523028,11.113336,9.911894273,1.101321586,-6.908289948,-5.806968362,2168,22,920,26.9,0,4113,3636,477,11.6,55318,73.844,FALSE,2180,13774270048,2180,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
AK,North Slope,7,11,666,2797,1968,1079,10.2,43,30.2,16.6,2,9872,41,156,0.140194489,69,87,28,-74,-46,0,2652,15.83515201,7.004009542,8.831142466,2.842206771,-7.511546465,-4.669339694,1094,11.1,393,15.2,0,3413,3173,240,7,89276,119.1745,FALSE,2185,15549060273,2185,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
AK,Northwest Arctic,7,11,759,1982,956,489,18.1,47.3,22.8,11.7,2,7671,-96,166,0.1943684,79,87,12,-195,-183,0,396,21.50537634,10.23448633,11.27089001,1.554605519,-25.26233968,-23.70773416,1604,21.1,742,27.7,0,2924,2508,416,14.2,59337,79.2089,FALSE,2188,12875662550,2188,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13
AK,Petersburg Census Area,9,11,219,680,647,589,10.3,31.9,30.3,27.6,0,3221,-38,22,0.090655076,42,-20,14,-32,-18,0,44,6.790123457,12.96296296,-6.172839506,4.320987654,-9.87654321,-5.555555556,232,7.2,63,9.5,0,1404,1282,122,8.7,66075,88.2035,FALSE,2195,2385954337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Prince of Wales-Hyder Census Area,9,10,440,1668,1577,787,9.8,37.3,35.3,17.6,5,6422,-47,74,0.100903145,37,37,4,-88,-84,0,50,11.48087813,5.740439066,5.740439066,0.620588007,-13.65293616,-13.03234815,1057,16.5,340,23.4,0,2899,2584,315,10.9,49356,65.8853,FALSE,2198,14624992705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Sitka City and,7,11,371,1741,2026,2004,6,28.3,33,32.6,0,8647,-39,88,0.09078293,39,49,53,-140,-87,-1,256,10.15404142,4.50008654,5.653954884,6.115502221,-16.15415681,-10.03865459,656,7.7,159,8.8,0,4408,4225,183,4.2,71825,95.8792,FALSE,2220,5037858065,2220,2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
AK,Skagway Municipality,9,12,51,189,296,273,6.3,23.4,36.6,33.7,5,1148,-14,11,0.078397213,23,-12,2,-4,-2,0,32,9.523809524,19.91341991,-10.38961039,1.731601732,-3.463203463,-1.731601732,49,4.3,16,8.9,0,836,754,82,9.8,74635,99.6302,FALSE,2230,28784118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Southeast Fairbanks Census Area,9,12,436,1451,1717,851,9.8,32.6,38.5,19.1,2,6918,33,92,0.129372651,43,49,37,-54,-17,1,374,13.33043541,6.230529595,7.099905818,5.361153373,-7.824386003,-2.463232631,918,13.4,306,17.7,0,2940,2658,282,9.6,63527,84.8022,FALSE,2240,751965527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Valdez-Cordova Census Area,9,11,259,2111,2114,1981,4,32.7,32.7,30.6,5,9164,-60,113,0.109668267,50,63,2,-127,-125,2,187,12.29062432,5.438329345,6.852294975,0.217533174,-13.81335654,-13.59582336,880,9.7,256,12.1,0,4849,4488,361,7.4,68528,91.478,FALSE,2261,15756537958,2261,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,
AK,Wrangell City and,9,12,219,705,563,388,11.7,37.6,30,20.7,5,2503,-8,22,0.077906512,55,-33,12,12,24,1,19,8.775428799,21.938572,-13.1631432,4.786597527,4.786597527,9.573195054,287,11.6,79,16,0,1051,977,74,7,57832,77.1999,FALSE,2275,2384375232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Yakutat City and,9,12,37,173,151,90,8.2,38.4,33.5,20,4,604,-3,4,0.102649007,0,4,4,-11,-7,0,18,6.606110652,0,6.606110652,6.606110652,-18.16680429,-11.56069364,79,13.1,17,15.3,0,245,225,20,8.2,59523,79.4572,FALSE,2282,3986129001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,Yukon-Koyukuk Census Area,9,12,496,1394,1108,463,14.3,40.3,32,13.4,0,5327,-69,65,0.127839309,67,-2,2,-69,-67,0,31,12.12347291,12.49650284,-0.373029936,0.373029936,-12.86953278,-12.49650284,1259,23.7,452,31.4,0,2545,2156,389,15.3,38912,51.9436,FALSE,2290,5949465694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Apache,6,6,9085,14708,15444,5189,20.4,33.1,34.8,11.7,4,71818,273,972,0.114790164,702,270,62,-55,7,-4,931,13.5599841,9.793321847,3.766662249,0.864937257,-0.767283051,0.097654207,26435,37.3,9129,47.3,0,20665,18585,2080,10.1,33652,56.961,FALSE,4001,54152352,4001,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
AZ,Cochise,3,2,11215,20560,35576,20116,12.8,23.5,40.7,23,4,126770,1780,1395,0.103731167,1294,101,187,1484,1671,8,5699,11.08198284,10.2796314,0.802351446,1.485541786,11.7890054,13.27454719,18273,15.1,6129,22.8,1,49774,46985,2789,5.6,49164,83.2174,FALSE,4003,137020196,4003,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,25
AZ,Coconino,3,2,8515,17604,26746,29254,10.4,21.4,32.6,35.6,4,142854,1747,1567,0.09592311,879,688,142,905,1047,12,12364,11.03672687,6.190991016,4.845735858,1.000137343,6.374114755,7.374252098,20964,15.9,5037,17.3,1,77083,72850,4233,5.5,60187,101.8755,FALSE,4005,110123852,4005,4,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,11
AZ,Gila,4,3,5718,11144,14867,7226,14.7,28.6,38.2,18.5,5,53889,260,567,0.092671974,795,-228,26,461,487,1,935,10.54707119,14.78822151,-4.241150319,0.483639949,8.575308321,9.058948269,10804,20.4,3558,33.6,0,21518,20251,1267,5.9,43585,73.7741,FALSE,4007,97113523,4007,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
