,Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
259,2,B4 SH,SHRIMPLIN,2922.5,100.24,0.36200000000000004,6.9,13.22,3.2,1,0.207
260,2,B4 SH,SHRIMPLIN,2923.0,104.57,0.36700000000000005,8.0,14.63,3.2,1,0.172
261,2,B4 SH,SHRIMPLIN,2923.5,117.83,0.382,8.6,18.955,3.4,1,0.138
262,2,B4 SH,SHRIMPLIN,2924.0,119.71,0.40299999999999997,12.2,24.86,3.5,1,0.10300000000000001
263,2,B4 SH,SHRIMPLIN,2924.5,114.49,0.436,13.7,26.24,3.2,1,0.069
264,2,B4 SH,SHRIMPLIN,2925.0,76.16,0.473,12.7,21.64,3.1,1,0.034
265,8,B4 LM,SHRIMPLIN,2925.5,34.5,0.509,8.2,15.465,3.4,2,1.0
266,8,B4 LM,SHRIMPLIN,2926.0,17.99,0.5479999999999999,3.1,11.83,4.7,2,0.889
267,8,B4 LM,SHRIMPLIN,2926.5,16.23,0.597,1.7,9.835,5.9,2,0.778
268,8,B4 LM,SHRIMPLIN,2927.0,16.97,0.669,1.3,7.54,5.7,2,0.667
269,8,B4 LM,SHRIMPLIN,2927.5,18.68,0.745,2.3,5.93,5.7,2,0.556
270,8,B4 LM,SHRIMPLIN,2928.0,30.74,0.778,3.6,5.83,5.8,2,0.444
271,8,B4 LM,SHRIMPLIN,2928.5,46.76,0.775,3.6,6.47,5.6,2,0.33299999999999996
272,6,B4 LM,SHRIMPLIN,2929.0,49.39,0.732,3.9,6.69,5.3,2,0.222
273,6,B4 LM,SHRIMPLIN,2929.5,44.23,0.669,5.7,7.985,5.0,2,0.111
274,3,B5 SH,SHRIMPLIN,2930.0,54.96,0.602,7.3,10.27,4.2,1,1.0
275,3,B5 SH,SHRIMPLIN,2930.5,68.62,0.55,9.9,13.345,3.6,1,0.941
276,2,B5 SH,SHRIMPLIN,2931.0,84.84,0.507,11.0,14.745,3.1,1,0.882
277,2,B5 SH,SHRIMPLIN,2931.5,82.8,0.462,11.9,16.365,3.2,1,0.8240000000000001
278,3,B5 SH,SHRIMPLIN,2932.0,95.56,0.425,11.0,18.035,3.4,1,0.765
279,3,B5 SH,SHRIMPLIN,2932.5,106.29,0.401,8.4,21.3,3.2,1,0.706
280,3,B5 SH,SHRIMPLIN,2933.0,95.11,0.39399999999999996,7.8,21.825,3.2,1,0.647
281,3,B5 SH,SHRIMPLIN,2933.5,96.55,0.391,8.2,20.44,3.1,1,0.588
282,3,B5 SH,SHRIMPLIN,2934.0,92.19,0.391,11.1,17.735,3.3,1,0.529
283,3,B5 SH,SHRIMPLIN,2934.5,100.17,0.391,11.6,18.11,3.2,1,0.47100000000000003
284,3,B5 SH,SHRIMPLIN,2935.0,101.7,0.387,11.9,19.115,3.2,1,0.41200000000000003
285,3,B5 SH,SHRIMPLIN,2935.5,100.5,0.38,13.8,18.12,3.2,1,0.353
286,3,B5 SH,SHRIMPLIN,2936.0,102.07,0.369,15.5,17.425,3.4,1,0.294
287,3,B5 SH,SHRIMPLIN,2936.5,109.83,0.358,15.2,18.72,3.7,1,0.235
288,3,B5 SH,SHRIMPLIN,2937.0,118.17,0.354,18.5,21.295,3.9,1,0.17600000000000002
289,3,B5 SH,SHRIMPLIN,2937.5,119.16,0.358,17.9,24.97,3.8,1,0.11800000000000001
290,6,B5 LM,SHRIMPLIN,2938.0,63.36,0.384,8.2,20.85,3.3,2,1.0
291,6,B5 LM,SHRIMPLIN,2938.5,44.37,0.39799999999999996,6.1,14.47,3.4,2,0.95
292,6,B5 LM,SHRIMPLIN,2939.0,37.71,0.413,4.7,12.17,4.0,2,0.9
293,6,B5 LM,SHRIMPLIN,2939.5,37.36,0.43799999999999994,4.4,12.545,5.0,2,0.85
294,6,B5 LM,SHRIMPLIN,2940.0,39.66,0.467,4.6,13.01,5.0,2,0.8
295,8,B5 LM,SHRIMPLIN,2940.5,52.61,0.48700000000000004,5.1,12.835,5.3,2,0.75
296,8,B5 LM,SHRIMPLIN,2941.0,53.75,0.501,5.2,12.71,6.0,2,0.7
297,8,B5 LM,SHRIMPLIN,2941.5,59.61,0.504,5.5,12.8,6.1,2,0.65
298,8,B5 LM,SHRIMPLIN,2942.0,62.99,0.501,5.1,12.9,5.6,2,0.6
299,8,B5 LM,SHRIMPLIN,2942.5,72.39,0.496,4.6,12.795,5.1,2,0.55
300,8,B5 LM,SHRIMPLIN,2943.0,81.12,0.496,4.3,12.595,5.0,2,0.5
301,8,B5 LM,SHRIMPLIN,2944.0,234.8,0.515,4.7,11.41,4.8,2,0.4
302,8,B5 LM,SHRIMPLIN,2944.0,234.8,0.515,4.7,11.41,4.8,2,0.4
303,8,B5 LM,SHRIMPLIN,2944.5,273.48,0.5379999999999999,5.3,10.045,5.1,2,0.35
304,8,B5 LM,SHRIMPLIN,2945.0,164.34,0.573,5.9,8.48,5.3,2,0.3
305,8,B5 LM,SHRIMPLIN,2945.5,101.5,0.6,5.9,7.805,5.7,2,0.25
306,6,B5 LM,SHRIMPLIN,2946.0,84.6,0.616,4.3,7.58,5.7,2,0.2
307,6,B5 LM,SHRIMPLIN,2946.5,84.6,0.616,4.3,7.58,5.7,2,0.2
308,8,B5 LM,SHRIMPLIN,2947.0,91.02,0.621,3.5,7.795,5.7,2,0.15
309,4,B5 LM,SHRIMPLIN,2947.5,116.04,0.605,3.8,7.73,5.5,2,0.1
310,4,B5 LM,SHRIMPLIN,2948.0,129.74,0.574,5.0,8.61,4.7,2,0.05
311,3,C SH,SHRIMPLIN,2948.5,130.95,0.545,6.2,12.17,4.2,1,1.0
312,3,C SH,SHRIMPLIN,2949.0,127.25,0.519,7.5,17.585,3.6,1,0.982
313,3,C SH,SHRIMPLIN,2949.5,115.33,0.484,10.4,20.065,3.3,1,0.965
314,3,C SH,SHRIMPLIN,2950.0,110.37,0.45299999999999996,13.2,19.63,3.2,1,0.9470000000000001
315,3,C SH,SHRIMPLIN,2950.5,95.97,0.433,12.9,17.945,3.2,1,0.93
316,3,C SH,SHRIMPLIN,2951.0,92.1,0.415,14.9,17.19,3.5,1,0.912
317,3,C SH,SHRIMPLIN,2951.5,92.33,0.401,14.7,16.855,3.6,1,0.895
318,3,C SH,SHRIMPLIN,2952.0,84.32,0.401,14.9,17.04,3.7,1,0.877
319,3,C SH,SHRIMPLIN,2952.5,85.93,0.405,14.1,16.725,3.7,1,0.86
320,3,C SH,SHRIMPLIN,2953.0,86.15,0.41,13.5,16.505,3.7,1,0.8420000000000001
321,3,C SH,SHRIMPLIN,2953.5,87.94,0.418,13.6,16.735,3.6,1,0.825
322,3,C SH,SHRIMPLIN,2954.0,86.68,0.425,14.1,16.94,3.6,1,0.807
323,3,C SH,SHRIMPLIN,2954.5,85.31,0.431,14.7,17.845,3.5,1,0.789
324,3,C SH,SHRIMPLIN,2955.0,86.99,0.441,13.9,18.455,3.5,1,0.772
325,3,C SH,SHRIMPLIN,2955.5,88.41,0.456,13.4,18.05,3.6,1,0.754
326,3,C SH,SHRIMPLIN,2956.0,85.73,0.47100000000000003,13.6,15.635,3.8,1,0.737
327,3,C SH,SHRIMPLIN,2956.5,79.97,0.48,13.1,13.72,4.1,1,0.7190000000000001
328,3,C SH,SHRIMPLIN,2957.0,72.32,0.489,13.4,13.05,4.3,1,0.7020000000000001
329,3,C SH,SHRIMPLIN,2957.5,69.7,0.496,13.0,13.785,4.2,1,0.684
330,3,C SH,SHRIMPLIN,2958.0,78.44,0.504,13.5,13.815,4.1,1,0.667
331,3,C SH,SHRIMPLIN,2958.5,82.19,0.509,12.2,14.275,4.0,1,0.649
332,3,C SH,SHRIMPLIN,2959.0,85.45,0.509,12.6,15.215,4.0,1,0.632
333,3,C SH,SHRIMPLIN,2959.5,92.63,0.508,13.7,16.465,3.9,1,0.614
334,3,C SH,SHRIMPLIN,2960.0,88.92,0.507,14.6,16.885,3.9,1,0.596
335,3,C SH,SHRIMPLIN,2960.5,90.45,0.505,13.7,16.3,3.8,1,0.579
336,3,C SH,SHRIMPLIN,2961.0,87.42,0.504,12.7,15.225,4.0,1,0.561
337,3,C SH,SHRIMPLIN,2961.5,84.11,0.507,12.5,15.12,4.0,1,0.544
338,3,C SH,SHRIMPLIN,2962.0,87.26,0.509,12.0,15.145,3.9,1,0.526
339,3,C SH,SHRIMPLIN,2962.5,84.87,0.511,12.0,14.82,3.9,1,0.509
340,3,C SH,SHRIMPLIN,2963.0,84.88,0.507,11.3,14.335,3.9,1,0.491
341,3,C SH,SHRIMPLIN,2963.5,88.37,0.493,10.5,15.695,4.2,1,0.474
342,3,C SH,SHRIMPLIN,2964.0,90.68,0.48,11.1,18.01,4.2,1,0.456
343,3,C SH,SHRIMPLIN,2964.5,94.56,0.47100000000000003,12.3,20.75,3.9,1,0.439
344,3,C SH,SHRIMPLIN,2965.0,96.31,0.462,15.0,22.025,3.6,1,0.42100000000000004
345,3,C SH,SHRIMPLIN,2965.5,99.42,0.456,17.2,22.97,3.4,1,0.40399999999999997
346,3,C SH,SHRIMPLIN,2966.0,97.55,0.45299999999999996,16.7,22.12,3.4,1,0.386
347,3,C SH,SHRIMPLIN,2966.5,98.51,0.45,15.3,20.35,3.6,1,0.368
348,2,C SH,SHRIMPLIN,2967.0,86.18,0.452,13.5,17.53,3.7,1,0.35100000000000003
349,2,C SH,SHRIMPLIN,2967.5,89.44,0.461,12.2,16.31,3.8,1,0.33299999999999996
350,2,C SH,SHRIMPLIN,2968.0,89.13,0.47100000000000003,11.7,15.875,3.9,1,0.316
351,2,C SH,SHRIMPLIN,2968.5,87.64,0.484,12.1,15.865,3.8,1,0.298
352,2,C SH,SHRIMPLIN,2969.0,84.34,0.502,12.3,15.685,3.9,1,0.281
353,2,C SH,SHRIMPLIN,2969.5,83.26,0.517,12.3,15.23,3.8,1,0.263
354,2,C SH,SHRIMPLIN,2970.0,84.8,0.525,12.5,14.78,4.0,1,0.24600000000000002
355,2,C SH,SHRIMPLIN,2970.5,84.02,0.531,10.8,15.47,3.9,1,0.228
356,3,C SH,SHRIMPLIN,2971.0,90.99,0.535,10.9,15.235,3.9,1,0.21100000000000002
357,3,C SH,SHRIMPLIN,2971.5,83.72,0.537,11.4,14.25,3.9,1,0.193
358,3,C SH,SHRIMPLIN,2972.0,81.44,0.5379999999999999,10.9,14.015,4.0,1,0.175
359,3,C SH,SHRIMPLIN,2972.5,80.51,0.5379999999999999,10.1,14.465,3.9,1,0.158
360,3,C SH,SHRIMPLIN,2973.0,83.93,0.539,10.0,15.11,3.8,1,0.14
361,3,C SH,SHRIMPLIN,2973.5,83.36,0.535,10.1,15.73,3.7,1,0.12300000000000001
362,3,C SH,SHRIMPLIN,2974.0,86.69,0.529,10.9,15.115,3.8,1,0.105
363,3,C SH,SHRIMPLIN,2974.5,86.71,0.521,10.6,13.995,3.7,1,0.08800000000000001
364,3,C SH,SHRIMPLIN,2975.0,84.91,0.515,11.0,14.065,3.9,1,0.07
365,3,C SH,SHRIMPLIN,2975.5,84.75,0.516,13.6,20.0,3.7,1,0.053
366,3,C SH,SHRIMPLIN,2976.0,87.88,0.5429999999999999,16.2,23.385,3.6,1,0.035
367,3,C SH,SHRIMPLIN,2976.5,86.06,0.584,15.0,20.82,3.3,1,0.018000000000000002
368,5,C LM,SHRIMPLIN,2977.0,56.43,0.627,10.4,12.115,3.7,2,1.0
369,5,C LM,SHRIMPLIN,2977.5,32.69,0.667,6.2,6.42,4.4,2,0.99
370,5,C LM,SHRIMPLIN,2978.0,25.06,0.708,5.9,4.845,5.5,2,0.98
371,5,C LM,SHRIMPLIN,2978.5,18.26,0.77,5.3,4.695,5.2,2,0.971
372,5,C LM,SHRIMPLIN,2979.0,18.28,0.8740000000000001,4.9,4.67,5.0,2,0.961
373,5,C LM,SHRIMPLIN,2979.5,14.41,0.9470000000000001,3.9,5.705,5.1,2,0.951
374,8,C LM,SHRIMPLIN,2980.0,13.99,0.983,2.3,7.35,5.2,2,0.941
375,8,C LM,SHRIMPLIN,2980.5,13.28,0.983,0.1,8.365,5.4,2,0.9309999999999999
376,8,C LM,SHRIMPLIN,2981.0,16.71,0.946,0.1,8.53,5.4,2,0.922
377,8,C LM,SHRIMPLIN,2981.5,31.35,0.907,3.7,8.695,5.0,2,0.912
378,5,C LM,SHRIMPLIN,2982.0,49.41,0.8809999999999999,9.4,10.025,4.5,2,0.902
379,5,C LM,SHRIMPLIN,2982.5,65.33,0.862,13.3,9.785,4.0,2,0.892
380,5,C LM,SHRIMPLIN,2983.0,64.3,0.841,11.1,9.24,4.3,2,0.882
381,5,C LM,SHRIMPLIN,2983.5,42.48,0.8190000000000001,7.1,8.02,4.7,2,0.873
382,8,C LM,SHRIMPLIN,2984.0,29.96,0.794,4.8,7.48,4.8,2,0.863
383,8,C LM,SHRIMPLIN,2984.5,21.23,0.772,3.5,7.98,5.0,2,0.853
384,8,C LM,SHRIMPLIN,2985.0,28.09,0.768,2.2,8.295,5.1,2,0.843
385,8,C LM,SHRIMPLIN,2985.5,31.12,0.775,1.5,8.515,5.2,2,0.833
386,5,C LM,SHRIMPLIN,2986.0,36.63,0.78,0.9,8.165,4.8,2,0.8240000000000001
387,5,C LM,SHRIMPLIN,2986.5,36.1,0.7829999999999999,0.5,8.115,4.3,2,0.8140000000000001
388,5,C LM,SHRIMPLIN,2987.0,42.06,0.787,0.6,7.475,4.0,2,0.804
389,5,C LM,SHRIMPLIN,2987.5,44.31,0.792,1.5,6.77,4.0,2,0.794
390,5,C LM,SHRIMPLIN,2988.0,43.19,0.8029999999999999,2.1,6.215,4.1,2,0.784
391,5,C LM,SHRIMPLIN,2988.5,39.82,0.82,2.3,6.04,4.3,2,0.775
392,5,C LM,SHRIMPLIN,2989.0,41.71,0.8390000000000001,2.3,6.61,4.4,2,0.765
393,5,C LM,SHRIMPLIN,2989.5,43.02,0.865,2.5,7.01,4.3,2,0.755
394,5,C LM,SHRIMPLIN,2990.0,42.6,0.889,2.4,7.33,4.2,2,0.745
395,5,C LM,SHRIMPLIN,2990.5,41.53,0.9059999999999999,2.7,6.94,4.0,2,0.735
396,5,C LM,SHRIMPLIN,2991.0,46.69,0.9179999999999999,2.1,6.705,4.2,2,0.725
397,5,C LM,SHRIMPLIN,2991.5,49.0,0.929,2.4,6.685,4.3,2,0.716
398,5,C LM,SHRIMPLIN,2992.0,51.83,0.9359999999999999,2.1,7.07,4.5,2,0.706
399,5,C LM,SHRIMPLIN,2992.5,45.87,0.94,2.7,7.445,4.2,2,0.696
400,5,C LM,SHRIMPLIN,2993.0,45.87,0.94,2.7,7.445,4.2,2,0.696
401,5,C LM,SHRIMPLIN,2993.5,46.83,0.943,2.4,7.655,4.4,2,0.6859999999999999
402,5,C LM,SHRIMPLIN,2994.0,47.5,0.946,2.9,7.705,4.0,2,0.6759999999999999
403,5,C LM,SHRIMPLIN,2994.5,48.88,0.9470000000000001,3.1,7.33,4.0,2,0.667
404,5,C LM,SHRIMPLIN,2995.0,45.88,0.9490000000000001,4.6,6.865,3.8,2,0.657
405,5,C LM,SHRIMPLIN,2995.5,51.63,0.9520000000000001,4.3,6.88,4.1,2,0.647
406,5,C LM,SHRIMPLIN,2996.0,49.28,0.9540000000000001,3.9,7.085,4.3,2,0.637
407,5,C LM,SHRIMPLIN,2996.5,52.4,0.956,3.7,7.105,4.4,2,0.627
408,5,C LM,SHRIMPLIN,2997.0,50.59,0.96,4.3,6.665,4.5,2,0.618
409,5,C LM,SHRIMPLIN,2997.5,49.71,0.963,4.5,6.645,4.6,2,0.608
410,5,C LM,SHRIMPLIN,2998.0,46.48,0.9670000000000001,4.8,6.69,4.6,2,0.598
411,5,C LM,SHRIMPLIN,2998.5,50.19,0.972,4.6,6.815,4.5,2,0.588
412,5,C LM,SHRIMPLIN,2999.0,55.85,0.9690000000000001,4.7,6.475,4.3,2,0.578
413,5,C LM,SHRIMPLIN,2999.5,74.49,0.9540000000000001,4.8,6.14,4.2,2,0.569
414,4,C LM,SHRIMPLIN,3000.0,126.32,0.9359999999999999,5.2,6.41,4.2,2,0.5589999999999999
415,4,C LM,SHRIMPLIN,3000.5,274.0,0.92,6.9,7.65,4.5,2,0.5489999999999999
416,4,C LM,SHRIMPLIN,3001.0,358.74,0.903,8.5,10.035,4.6,2,0.539
417,4,C LM,SHRIMPLIN,3001.5,361.15,0.8959999999999999,9.9,12.255,4.8,2,0.529
418,4,C LM,SHRIMPLIN,3002.0,227.99,0.894,10.3,12.67,4.7,2,0.52
419,5,C LM,SHRIMPLIN,3002.5,115.43,0.893,10.0,11.24,4.6,2,0.51
420,5,C LM,SHRIMPLIN,3003.0,80.43,0.893,9.3,9.055,4.3,2,0.5
421,5,C LM,SHRIMPLIN,3003.5,65.06,0.898,8.4,8.13,4.5,2,0.49
422,5,C LM,SHRIMPLIN,3004.0,49.86,0.91,7.6,7.585,4.8,2,0.48
423,5,C LM,SHRIMPLIN,3004.5,51.04,0.925,7.3,7.795,5.1,2,0.47100000000000003
424,5,C LM,SHRIMPLIN,3005.0,52.63,0.9420000000000001,7.6,7.84,5.0,2,0.461
425,5,C LM,SHRIMPLIN,3005.5,56.88,0.975,7.8,8.3,4.9,2,0.441
426,5,C LM,SHRIMPLIN,3006.0,60.61,0.982,7.8,8.335,4.9,2,0.431
427,5,C LM,SHRIMPLIN,3006.5,57.36,0.985,7.6,8.07,4.7,2,0.42200000000000004
428,5,C LM,SHRIMPLIN,3007.0,53.58,0.986,7.2,8.13,4.6,2,0.41200000000000003
429,5,C LM,SHRIMPLIN,3007.5,52.02,0.986,7.1,8.165,4.7,2,0.402
430,5,C LM,SHRIMPLIN,3008.0,53.66,0.986,7.4,8.46,4.8,2,0.392
431,5,C LM,SHRIMPLIN,3008.5,55.22,0.985,7.7,8.54,4.8,2,0.382
432,5,C LM,SHRIMPLIN,3009.0,50.16,0.982,7.2,8.38,4.7,2,0.373
433,5,C LM,SHRIMPLIN,3009.5,55.6,0.971,7.1,8.295,4.5,2,0.363
434,5,C LM,SHRIMPLIN,3010.0,53.77,0.955,6.8,8.035,4.5,2,0.353
435,5,C LM,SHRIMPLIN,3010.5,50.23,0.937,7.1,8.86,4.6,2,0.34299999999999997
436,5,C LM,SHRIMPLIN,3011.0,63.43,0.915,7.1,9.95,5.0,2,0.33299999999999996
437,5,C LM,SHRIMPLIN,3011.5,61.93,0.889,8.0,11.39,5.2,2,0.324
438,5,C LM,SHRIMPLIN,3012.0,68.62,0.863,8.1,12.28,5.1,2,0.314
439,5,C LM,SHRIMPLIN,3012.5,74.18,0.836,8.2,12.17,4.8,2,0.304
440,4,C LM,SHRIMPLIN,3013.0,73.86,0.816,8.0,12.37,4.7,2,0.294
441,4,C LM,SHRIMPLIN,3013.5,71.51,0.7979999999999999,8.9,12.94,4.6,2,0.284
442,4,C LM,SHRIMPLIN,3014.0,79.77,0.782,10.0,14.235,4.4,2,0.275
443,4,C LM,SHRIMPLIN,3014.5,80.9,0.7759999999999999,11.0,14.86,4.3,2,0.265
444,4,C LM,SHRIMPLIN,3015.0,96.85,0.775,9.4,13.74,4.3,2,0.255
445,4,C LM,SHRIMPLIN,3015.5,92.76,0.7709999999999999,7.8,11.48,4.4,2,0.245
446,6,C LM,SHRIMPLIN,3016.0,51.5,0.762,6.6,8.025,4.1,2,0.225
447,6,C LM,SHRIMPLIN,3016.5,47.77,0.7559999999999999,7.4,9.425,4.1,2,0.21600000000000003
448,6,C LM,SHRIMPLIN,3017.0,54.15,0.7509999999999999,6.4,11.7,4.9,2,0.20600000000000002
449,6,C LM,SHRIMPLIN,3017.5,50.45,0.74,4.3,13.34,5.0,2,0.196
450,9,C LM,SHRIMPLIN,3018.0,32.78,0.723,1.2,13.11,5.1,2,0.18600000000000003
451,9,C LM,SHRIMPLIN,3018.5,23.5,0.711,0.3,12.3,5.2,2,0.17600000000000002
452,9,C LM,SHRIMPLIN,3019.0,28.33,0.706,0.5,11.79,5.3,2,0.16699999999999998
453,9,C LM,SHRIMPLIN,3019.5,31.12,0.7040000000000001,1.7,11.325,5.3,2,0.157
454,9,C LM,SHRIMPLIN,3020.0,28.68,0.7090000000000001,1.9,11.165,5.4,2,0.147
455,9,C LM,SHRIMPLIN,3020.5,31.67,0.721,1.6,10.535,5.4,2,0.13699999999999998
456,9,C LM,SHRIMPLIN,3021.0,39.75,0.733,0.9,10.04,5.5,2,0.127
457,9,C LM,SHRIMPLIN,3021.5,36.56,0.747,2.0,8.545,5.3,2,0.11800000000000001
458,9,C LM,SHRIMPLIN,3022.0,36.56,0.747,2.0,8.545,5.3,2,0.11800000000000001
459,9,C LM,SHRIMPLIN,3022.5,37.21,0.764,2.7,7.73,5.6,2,0.10800000000000001
460,9,C LM,SHRIMPLIN,3023.0,35.8,0.777,2.5,8.195,5.7,2,0.098
461,9,C LM,SHRIMPLIN,3023.5,36.56,0.784,1.4,10.29,5.8,2,0.08800000000000001
462,8,C LM,SHRIMPLIN,3024.0,27.96,0.7909999999999999,1.6,12.12,5.5,2,0.078
463,8,C LM,SHRIMPLIN,3024.5,26.3,0.797,2.1,12.385,5.4,2,0.069
464,8,C LM,SHRIMPLIN,3025.0,19.97,0.8029999999999999,1.9,11.12,5.5,2,0.059000000000000004
465,8,C LM,SHRIMPLIN,3025.5,17.92,0.8079999999999999,1.5,9.73,5.4,2,0.049
466,8,C LM,SHRIMPLIN,3026.0,17.92,0.8079999999999999,1.5,9.73,5.4,2,0.049
467,8,C LM,SHRIMPLIN,3026.5,16.51,0.8140000000000001,2.0,8.275,5.5,2,0.039
468,8,C LM,SHRIMPLIN,3027.0,21.94,0.82,3.3,7.68,5.4,2,0.028999999999999998
469,8,C LM,SHRIMPLIN,3027.5,32.54,0.821,2.5,7.445,5.8,2,0.02
470,8,C LM,SHRIMPLIN,3028.0,47.7,0.8140000000000001,1.6,7.34,5.8,2,0.01
471,2,A1 SH,SHANKLE,2774.5,98.36,0.642,-0.1,18.685,2.9,1,1.0
472,2,A1 SH,SHANKLE,2775.0,97.57,0.631,7.9,16.745,3.2,1,0.9840000000000001
473,2,A1 SH,SHANKLE,2775.5,98.41,0.615,12.8,14.105,3.2,1,0.968
474,2,A1 SH,SHANKLE,2776.0,85.92,0.597,13.0,13.385,3.4,1,0.9520000000000001
475,2,A1 SH,SHANKLE,2776.5,83.16,0.5920000000000001,12.3,13.345,3.4,1,0.935
476,2,A1 SH,SHANKLE,2777.0,82.56,0.599,12.9,13.105,3.5,1,0.919
477,2,A1 SH,SHANKLE,2777.5,83.12,0.611,13.2,14.0,3.3,1,0.903
478,2,A1 SH,SHANKLE,2778.0,84.26,0.62,12.8,13.685,3.3,1,0.887
479,2,A1 SH,SHANKLE,2778.5,86.29,0.627,13.2,13.92,3.2,1,0.871
480,2,A1 SH,SHANKLE,2779.0,80.95,0.629,13.0,13.975,3.2,1,0.855
481,2,A1 SH,SHANKLE,2779.5,79.07,0.629,13.0,14.235,3.2,1,0.8390000000000001
482,2,A1 SH,SHANKLE,2780.0,75.31,0.626,11.4,13.17,3.2,1,0.823
483,2,A1 SH,SHANKLE,2780.5,69.3,0.625,10.1,12.32,3.0,1,0.8059999999999999
484,2,A1 SH,SHANKLE,2781.0,69.16,0.626,9.0,11.805,3.0,1,0.79
485,2,A1 SH,SHANKLE,2781.5,69.03,0.624,10.0,11.72,3.2,1,0.774
486,2,A1 SH,SHANKLE,2782.0,64.95,0.622,10.1,11.75,3.4,1,0.758
487,2,A1 SH,SHANKLE,2782.5,78.95,0.607,12.0,12.155,3.4,1,0.742
488,2,A1 SH,SHANKLE,2783.0,82.36,0.58,11.7,12.955,3.2,1,0.726
489,2,A1 SH,SHANKLE,2783.5,80.27,0.5429999999999999,11.1,12.865,3.1,1,0.71
490,2,A1 SH,SHANKLE,2784.0,78.87,0.507,8.5,12.23,2.9,1,0.6940000000000001
491,2,A1 SH,SHANKLE,2784.5,66.38,0.473,6.2,11.89,2.8,1,0.677
492,1,A1 SH,SHANKLE,2785.0,58.63,0.444,4.4,12.44,2.7,1,0.6609999999999999
493,1,A1 SH,SHANKLE,2785.5,59.16,0.413,3.7,13.64,2.6,1,0.645
494,1,A1 SH,SHANKLE,2786.0,52.86,0.37799999999999995,2.5,14.49,2.6,1,0.629
495,1,A1 SH,SHANKLE,2786.5,54.32,0.344,1.1,15.085,2.6,1,0.613
496,1,A1 SH,SHANKLE,2787.0,53.27,0.32,-0.3,14.985,2.7,1,0.597
497,1,A1 SH,SHANKLE,2787.5,52.34,0.312,-0.1,14.945,2.7,1,0.581
498,1,A1 SH,SHANKLE,2788.0,58.01,0.31,0.9,15.055,2.7,1,0.565
499,1,A1 SH,SHANKLE,2788.5,55.38,0.307,1.6,15.28,2.8,1,0.5479999999999999
500,1,A1 SH,SHANKLE,2789.0,55.18,0.301,1.7,15.905,2.8,1,0.532
501,1,A1 SH,SHANKLE,2789.5,55.09,0.292,0.8,16.485,2.8,1,0.516
502,1,A1 SH,SHANKLE,2790.0,58.89,0.28800000000000003,0.3,17.33,2.7,1,0.5
503,1,A1 SH,SHANKLE,2790.5,56.51,0.294,-0.5,17.77,2.7,1,0.484
504,1,A1 SH,SHANKLE,2791.0,57.27,0.31,-0.1,17.9,2.8,1,0.46799999999999997
505,1,A1 SH,SHANKLE,2791.5,58.42,0.32799999999999996,0.3,17.97,2.8,1,0.452
506,1,A1 SH,SHANKLE,2792.0,58.99,0.34600000000000003,0.9,18.3,2.7,1,0.435
507,1,A1 SH,SHANKLE,2792.5,59.99,0.36700000000000005,1.5,19.49,2.5,1,0.419
508,1,A1 SH,SHANKLE,2793.0,62.66,0.389,1.7,20.135,2.4,1,0.40299999999999997
509,1,A1 SH,SHANKLE,2793.5,60.46,0.408,2.1,20.495,2.3,1,0.387
510,1,A1 SH,SHANKLE,2794.0,60.85,0.415,1.1,20.34,2.3,1,0.371
511,1,A1 SH,SHANKLE,2794.5,63.8,0.408,1.1,20.015,2.4,1,0.355
512,1,A1 SH,SHANKLE,2795.0,63.82,0.387,1.0,19.615,2.4,1,0.33899999999999997
513,1,A1 SH,SHANKLE,2795.5,66.97,0.36700000000000005,0.3,19.01,2.4,1,0.32299999999999995
514,1,A1 SH,SHANKLE,2796.0,69.67,0.36200000000000004,-0.2,18.66,2.5,1,0.306
515,1,A1 SH,SHANKLE,2796.5,70.72,0.36700000000000005,1.1,17.45,2.6,1,0.29
516,1,A1 SH,SHANKLE,2797.0,85.75,0.377,5.1,18.705,2.6,1,0.27399999999999997
517,1,A1 SH,SHANKLE,2797.5,89.58,0.389,8.5,19.555,2.6,1,0.258
518,2,A1 SH,SHANKLE,2798.0,87.45,0.396,6.0,20.265,2.6,1,0.242
519,2,A1 SH,SHANKLE,2798.5,84.45,0.405,3.2,16.485,2.8,1,0.226
520,1,A1 SH,SHANKLE,2799.0,71.4,0.415,2.2,12.965,3.0,1,0.21
521,1,A1 SH,SHANKLE,2799.5,70.13,0.423,4.0,11.34,2.9,1,0.19399999999999998
522,1,A1 SH,SHANKLE,2800.0,70.92,0.428,4.5,12.33,2.8,1,0.177
523,1,A1 SH,SHANKLE,2800.5,68.34,0.42700000000000005,4.7,13.295,2.7,1,0.161
524,1,A1 SH,SHANKLE,2801.0,76.04,0.42200000000000004,7.1,16.445,2.6,1,0.145
525,1,A1 SH,SHANKLE,2801.5,89.18,0.41200000000000003,9.1,24.17,2.4,1,0.129
526,2,A1 SH,SHANKLE,2802.0,86.72,0.396,7.6,28.165,2.4,1,0.113
527,2,A1 SH,SHANKLE,2802.5,73.95,0.384,3.9,26.97,2.5,1,0.09699999999999999
528,2,A1 SH,SHANKLE,2803.0,59.22,0.382,2.1,20.215,3.0,1,0.081
529,2,A1 SH,SHANKLE,2803.5,70.19,0.389,4.4,16.27,3.2,1,0.065
