loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,policy_code,is_bad
25000,25000, 36 months,10.62%,814.0,B,B3,U.S.Postal Service,10+ years,MORTGAGE,133119.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=506635,"  Borrower added on 04/20/10 > This loan will be used to’ўО—О_ Pay down some credit cards. I have been trying to get a mortgage on a home we own free and clear to pay off all our debt, but since we already have more than 4 mortgages, it is difficult to find a lender due to FHA guidelines.  While we were in the process, my credit card companies started lowering my limits to where my balances were. This is artificially lowering my credit score. When one of the scores dropped below 720 the hard to get mtg was declined. I have not even made a late payment on any of my credit cards but I understand they are doing this to everyone now.  So now I want to pay off, or down, the credit cards in order to get the mortgage.  I could also use a hard money lender with the house as collateral, and the lender being the mtg holder, but they ask too high a rate, and my credit is good I shouldn't have to pay loan shark interest!  I am very reliable and trustworthy, and my credit rating is important to me and my hobby (real estate).  I have three homes that I own free and clear that I could have in another day and time, just gotten the equity out of, but banks aren't lending now!  Help me beat the credit card companys at their own game !<br/>",credit_card,Beating them at their own game,320xx,FL,19.36,0.0,10/1/93,1.0,,,13.0,0.0,10461,64.6,55.0,f,,1,0
12000,12000, 36 months,10.62%,390.72,B,B3,ExxonMobil,9 years,MORTGAGE,150000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=495999,,debt_consolidation,CES Consolidation,200xx,DC,12.93,0.0,12/1/95,1.0,76.0,,12.0,0.0,58179,84.2,46.0,f,,1,0
8000,8000, 36 months,14.96%,277.16,D,D2,,1 year,RENT,120000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=468011,"553609 added on 12/08/09 > Thanks for reviewing this proposal.  I'm very pleased to see an opportunity like this where people can help other people and make a safe investment as well. I'm so sick of the banks and financial industry having all the power. That's why Damn the Man.  The short story is after dealing with a computer error on my Home Depot payment,  (Citi Bank) which they owned up to and admitted there were some glitches, my payment posted late by less than 24 hours. They so conveniently raised my rate to the default of 29.99%. When I inquired and tried to get my rate reset, they said they have no control or ability to do that.  I've never had such a bad experience with any other company or my other Citi accounts.  I only need 2666.00 to pay off the Depot account, it's already been closed, I'm done with them. The balance will be used to consolidate 1 other card that is at 17%, about another $1750.00.  The remaining be paid back to lending club early, at this point I have no need for it, my remaining credit accounts are all at reasonable rates. FYI, the credit score listed is incorrect, I have CreditSecure with American Express and my combined Fico score as December 1st was 703, down from 730 over the last year  because my balances on a couple cards increased for business use and has not been paid down yet. I am self employed, my company is 2.5 years old and solid. We due, however have a fairly high overhead presently and are trying to reduce our existing CC debt which we used for start up and operating capital for the first 6 months. I welcome questions.  Thanks in advance for your interest and investment should you choose to do so.  Sincerely, #450216.<br/> 553609 added on 12/10/09 > Loan re-listed, sorry for the inconvenience, I sent an email regarding how to cancel loan, customer support took that as a request and removed my listing.  For those of you who had invested please consider doing so again, and if you need questions answered please ask again.  I will try to add info based on what I remember.  <br/>1) 2 person house hold<br/>2) Rent - $1500   Cars - $1000 including tax and Ins.<br/>3) Self-employed - Consult for marketing,advertising in the Health and wellness field.<br/> 553609 added on 12/11/09 > 3a) Income is contract based, usually for 6-12 months and currently have more than 50 active clients.<br/>",debt_consolidation,Damn the Man,060xx,CT,11.7,0.0,9/1/90,3.0,,,10.0,0.0,18131,81.1,25.0,f,,1,0
30000,30000, 36 months,15.62%,1049.1,D,D1,United States Marshals Service,10+ years,MORTGAGE,125004.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=782440,"  Borrower added on 06/22/11 > ?<br/> Borrower added on 06/22/11 > I have been at my job for 19 years and will continue to be gainfully employed until retirement.  I want to use the loan to eliminate high interest consumer debts. I have never been late with any loan or on a credit card payment. My current minimum balances due each month are within a few dollars of the payment that will be drafted from my account in the amount of 1050.00 ea month if I am approved for the loan.  Thus, I have and will continue to be able to budget the required payment as required by the agreement.<br/>",debt_consolidation,Loan 2011,290xx,SC,16.07,0.0,5/1/92,1.0,24.0,,19.0,0.0,35178,50.3,34.0,f,,1,0
14000,14000, 36 months,18.64%,510.64,E,E1,KPMG LLP,3 years,MORTGAGE,357000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=986703,  Borrower added on 10/11/11 > Payroll statements to verify annual income can easily be supplied on request.<br/> Borrower added on 10/11/11 > My intention would be to set up automatic monthly repayment connected to my savings or checking account.<br/>,debt_consolidation,consolidation,068xx,CT,16.42,0.0,1/1/88,3.0,,,26.0,0.0,24199,46.8,63.0,f,,1,0
4800,4800, 60 months,12.23%,107.34,C,C1,Ann Arbor Public Schools,10+ years,MORTGAGE,92000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=609721,"  Borrower added on 11/07/10 > With this loan, my husband and I will pay a remaining tax bill, purchase the services of a septic tank contractor, purchase an antique piano from a deceased relative's estate and pay for the move, and finally; pay for needed repairs on the family minivan.<br/>",home_improvement,Pay Bills/Home Improvement,481xx,MI,21.65,1.0,7/1/91,1.0,12.0,,14.0,0.0,3565,79.2,30.0,f,,1,0
19600,19600, 36 months,13.98%,669.7,C,C3,J.P. Morgan Chase,10+ years,RENT,900000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=578937,"  Borrower added on 09/10/10 > This loan will be repaid by February 1, 2011.<br/>",wedding,Wedding loan,100xx,NY,1.04,3.0,11/1/99,0.0,5.0,,6.0,0.0,301,13.1,22.0,f,,1,0
8000,8000, 36 months,12.53%,267.74,B,B5,Curtiss Wright Controls,1 year,RENT,123000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=458975," 571796 added on 11/10/09 > I'm a Los Angeles based businessman, engineer, and inventor that needs to unplug from 80 hour work weeks every so often.  I've dreamt of owning a chunk of desert land (Mojave, in this case) to go relax, think, invent, and to share with friends and family as a getaway.  I plan to provide this location for desert research, and some experimental solar / wind / water reclaimation as well.  There's 40 acres available to me now, but I need to move quick, and need to raise the capital to complete this dream.  I am able to fund 25% this instant, and need the raise the rest, which this loan request represents.<br/><br/>My friends are already excited, but many being students (UCLA, as I was), they can't afford to chip in, so it is up to me.<br/><br/>I'm more than happy to take phone calls regarding any questions you have.<br/><br/>Thanks in advance!<br/>",other,40 desert acres to unplug,900xx,CA,12.06,0.0,1/1/92,0.0,,,7.0,0.0,37784,70.1,13.0,f,,1,0
6450,6450, 36 months,5.99%,196.2,A,A2,United Healthcare,5 years,MORTGAGE,140987.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=820174,,home_improvement,Pool,543xx,WI,5.75,0.0,12/1/94,0.0,,,6.0,0.0,0,0.0,30.0,f,,1,0
8800,8800, 60 months,14.91%,208.94,D,D2,PepsiCo,4 years,MORTGAGE,110313.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=683587,,debt_consolidation,Consolidation loan,604xx,IL,19.11,1.0,2/1/94,0.0,8.0,,22.0,0.0,79747,28.1,35.0,f,,1,0
18000,18000, 36 months,12.18%,599.4,B,B4,Gap Inc,4 years,RENT,110000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=443475,pay off credit card debt,debt_consolidation,dept consolidation,941xx,CA,8.23,0.0,11/1/94,1.0,72.0,,7.0,0.0,15533,79.3,14.0,f,,1,0
25000,25000, 36 months,14.96%,866.16,D,D2,"Malcolm Pirnie, Inc.",10+ years,MORTGAGE,120000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=410825,"Background  Hello and thank you for reading!  I had a 760+ credit score - AA - and DTI of 17% until recently, when an old cell phone account dinged my credit and an Exxon account was closed, dropping me to high 600's.   I am a professional financial consultant in my late-30s (I know how money works) and have been employed with the same firm for the last 12 years and our business remains strong.  My firm offers medical & retirement benefits and incentive comp.   Purpose - Loan Request  This loan will be used to refinish our basement.  We are expecting a baby in the fall and my mother in law is coming to live with us.  This will also add value to our home if we ever decide to sell.  Financial Profile  I actively manage multiple secured and unsecured credit lines, all at low fixed rates, with a flawless 0/0/0 repayment record (except for a cell phone account that never worked and I never used and they tried to charge me), and no delinquencies in over 20 years as a borrower. I have a 4:1 assets to liabilities ratio. Most assets are locked-up in conservative tax-advantaged investments, which could be liquidated if necessary.  Income  My base monthly salary is $9,300 plus incentive comp (still working to achieve Cornell’ўО—ОИs alumni average of $150K). Monthly take home is ~ $6,000 after taxes, retirement, insurance, medical, etc.  Monthly Expenses:  Charitable: $400 Mortgage & taxes (5/1 ARM, 4.75% fixed until 2010): $1,691 HELOC (6.5% variable): $200 Food & supplies: $980 Credit card loan payments: $690 (5 cards, from 4.99% to 6.99%, all fixed)  Prosper Loan: $380 (7.0%) Daycare (part time): $250 Car expenses (gas, maintenance): $125 Utilities (gas, electric, phone, water, cable, internet, garbage): $310 Other living expenses (clothes, home improvements, etc.): $125 Student Loan: $118 (3.75% fixed!!!) Insurance (homeowners, life, disability, and auto): $210 Out of pocket medical (co-pays): $40  Total monthly expenses: approx $5,500  Monthly Cash Remaining: approx $500  Conclusion  There is $500+ monthly income remaining to service this loan AND this excludes my wife’ўО—ОИs part-time income and my incentive comp. We both have strong and supportive families. We are stable, careful, conservative, responsible Christians, and live within our means. We don’ўО—ОИt own boats, motorcycles, SUVs, pool, big-screen TV, or other frivolous depreciating assets.  My volvo 10 years old, my wife’ўО—ОИs is 8 years old; both paid for and running great!  We are working to pay down debt - our mortgage is conventional and we pay towards principal on all other debts each month.  Please contact me if you have any questions, and thank you for considering this request. God Speed!  ",home_improvement,Basement,801xx,CO,16.28,0.0,11/1/90,0.0,,,15.0,0.0,73257,60.0,32.0,f,,1,0
8000,8000, 36 months,14.27%,274.48,C,C2,Mars Snackfood North America,10+ years,MORTGAGE,97000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1007417,,credit_card,Credit card refinance,600xx,IL,13.77,0.0,10/1/93,2.0,70.0,95.0,13.0,1.0,5816,56.5,40.0,f,,1,0
10625,10625, 36 months,11.14%,348.56,B,B2,Scitor Corporation,4 years,RENT,117000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=782418,,debt_consolidation,Debt Consolidation,902xx,CA,6.33,1.0,4/1/00,0.0,4.0,,11.0,0.0,13657,29.9,25.0,f,,1,0
6000,6000, 36 months,7.49%,186.61,A,A4,Reynolds Buick,1 year,MORTGAGE,108000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=823784,  Borrower added on 07/28/11 > We recently purchased an enclosed trailer and paid for it using a credit card. This loan would be used to transfer that credit card debt into a more economical loan.<br/> Borrower added on 07/28/11 > Been employed in the same industry for over 22 years.<br/>,major_purchase,Trailer Loan,928xx,CA,2.16,0.0,4/1/95,0.0,,,4.0,0.0,11817,55.5,8.0,f,,1,0
20000,20000, 36 months,13.79%,681.51,C,C5,AIReS,10+ years,MORTGAGE,250000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=424471,"I earn $250,000 per year, verifiable.  Secure employment with ownership share.  Been with my company 16 years.  Need the loan to consolidate debt after recent divorce.  Excellent payment history, FICO score is 660 due to credit cards, once I pay them off I will be in the 730-770 range according to Equifax and I am reliable and dependable to pay all debts.  No negative accounts in the last 5 years.",debt_consolidation,Debt Consolidation from excellent payer,068xx,CT,5.4,0.0,12/1/90,1.0,63.0,,10.0,0.0,11356,78.7,28.0,f,,1,0
2800,2800, 36 months,13.49%,95.01,C,C1,Brady USA Inc.,4 years,RENT,123000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=994826,  Borrower added on 10/17/11 > Computers and software for classroom training.<br/>,small_business,Small Business loan,105xx,NY,15.7,0.0,11/1/88,0.0,,,11.0,0.0,13213,97.1,18.0,f,,1,0
7500,7500, 36 months,13.24%,253.58,D,D3,lahey clinic,10+ years,MORTGAGE,117000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=346652," I have my home on the market. I will need approx.$ 10,000.00 to finalize the sale.  ",other,personal,018xx,MA,5.78,2.0,9/1/80,0.0,6.0,,23.0,0.0,23611,32.7,42.0,f,,1,0
4000,4000, 60 months,16.45%,98.24,E,E1,Eli Lilly USA,2 years,MORTGAGE,105000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=573239,,moving,SKB Personal Loan,117xx,NY,19.28,0.0,12/1/98,1.0,,,16.0,0.0,38836,91.6,40.0,f,,1,0
15000,15000, 60 months,10.65%,323.53,B,B2,US Navy,9 years,MORTGAGE,95000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=889700,  Borrower added on 10/16/11 > This is to purchase new windows for my home.<br/>,home_improvement,Windows,919xx,CA,7.3,0.0,11/1/00,0.0,,,6.0,0.0,2886,11.6,11.0,f,,1,0
25000,25000, 36 months,15.96%,878.44,C,C5,1Life Healthcare,3 years,RENT,110000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1046031,,debt_consolidation,Debt Consolidation,941xx,CA,8.21,0.0,6/1/97,1.0,,,11.0,0.0,21296,75.3,33.0,f,,1,0
12000,12000, 36 months,12.21%,399.78,B,B5,Bristol-Myers Squibb,3 years,RENT,104000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=429806,"A loan for education expenses for fiancee plus some debt consolidation. I am guaranteeing loan and will be responsible for payments. I have a stable, well-paying professional job, good credit, low outstanding revolving debt, and no mortgage to go under. I have previously taken out and repaid a Prosper loan (as Havastat).",educational,Fiancee education and debt consolidation,065xx,CT,8.75,1.0,6/1/91,1.0,22.0,,14.0,0.0,5199,12.5,29.0,f,,1,0
15000,15000, 36 months,11.99%,498.15,B,B5,hustler casino,10+ years,MORTGAGE,120000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=834281,,moving,moving loan,928xx,CA,4.39,0.0,5/1/96,0.0,,,11.0,0.0,26090,23.0,22.0,f,,1,0
5600,5600, 36 months,15.65%,195.93,D,D4,Endeca Technologies,1 year,MORTGAGE,130000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=446340,"This loan will be to consolidate a couple of credit card balances that have interests that are simply too high.  I am gainfully employed, and have been for 25+ years.  I am a home owner, and have been for 20+ years with no late payments ever. The same for multiple vehicles I have purchased over the years.  I do not know my current credit score, but believe it to be in the low 700's - primarily because of a couple credit card balances that crept up above the 90% mark in the last year.   I am available via e-mail to answer any specific questions you may have.",debt_consolidation,Consolidating credit cards,750xx,TX,6.94,0.0,12/1/89,0.0,37.0,,5.0,0.0,9044,93.2,12.0,f,,1,0
