t,x1,x2,v1,v2,a1,a2
7.52,-13.4,-16.5,-3.48,-10.3,1.19,-4.97
7.52,-13.5,-16.5,-3.47,-10.3,3.63,-3.14
7.52,-13.5,-16.6,-3.45,-10.3,6.12,-1.24
7.53,-13.5,-16.6,-3.42,-10.3,8.66,0.718
7.53,-13.5,-16.7,-3.38,-10.3,11.2,2.71
7.54,-13.5,-16.7,-3.33,-10.3,13.6,4.61
7.54,-13.5,-16.8,-3.27,-10.3,16,6.51
7.54,-13.5,-16.8,-3.21,-10.3,18.4,8.38
7.55,-13.5,-16.8,-3.14,-10.2,20.7,10.2
7.55,-13.6,-16.9,-3.06,-10.2,22.8,11.9
7.55,-13.6,-16.9,-2.97,-10.1,24.9,13.6
7.56,-13.6,-16.9,-2.88,-10.1,26.8,15.1
7.56,-13.6,-17,-2.78,-10,28.7,16.6
7.57,-13.6,-17,-2.67,-9.96,30.5,17.9
7.57,-13.6,-17,-2.55,-9.9,32.1,19.2
7.57,-13.6,-17.1,-2.43,-9.82,33.7,20.3
7.58,-13.6,-17.1,-2.31,-9.75,35,21.3
7.58,-13.6,-17.2,-2.16,-9.66,36.4,22.3
7.58,-13.6,-17.2,-2.01,-9.56,37.7,23
7.59,-13.6,-17.2,-1.85,-9.47,38.7,23.6
7.59,-13.7,-17.3,-1.69,-9.37,39.6,24
7.6,-13.7,-17.3,-1.54,-9.28,40.2,24.2
7.6,-13.7,-17.3,-1.39,-9.19,40.8,24.3
7.6,-13.7,-17.4,-1.24,-9.1,41.2,24.2
7.61,-13.7,-17.4,-1.09,-9.01,41.5,24
7.61,-13.7,-17.4,-0.93,-8.92,41.7,23.6
7.62,-13.7,-17.5,-0.775,-8.83,41.8,23.2
7.62,-13.7,-17.5,-0.619,-8.75,41.8,22.6
7.62,-13.7,-17.5,-0.463,-8.67,41.7,21.9
7.63,-13.7,-17.6,-0.3,-8.58,41.6,21.1
7.63,-13.7,-17.6,-0.138,-8.5,41.4,20.2
7.63,-13.7,-17.6,0.0234,-8.43,41.2,19.2
7.64,-13.7,-17.7,0.184,-8.35,41,18.1
7.64,-13.7,-17.7,0.336,-8.29,40.7,17
7.65,-13.7,-17.7,0.486,-8.23,40.4,15.8
7.65,-13.7,-17.8,0.636,-8.17,40.1,14.6
7.65,-13.7,-17.8,0.785,-8.12,39.8,13.3
7.66,-13.7,-17.8,0.932,-8.07,39.6,12
7.66,-13.7,-17.9,1.08,-8.03,39.3,10.6
7.66,-13.7,-17.9,1.22,-7.99,39.1,9.18
7.67,-13.7,-17.9,1.37,-7.96,38.8,7.7
7.67,-13.7,-17.9,1.5,-7.94,38.7,6.3
7.68,-13.7,-18,1.63,-7.92,38.6,4.86
7.68,-13.7,-18,1.76,-7.9,38.5,3.38
7.68,-13.6,-18,1.9,-7.89,38.4,1.85
7.69,-13.6,-18.1,2.03,-7.89,38.4,0.282
7.69,-13.6,-18.1,2.16,-7.89,38.5,-1.34
7.69,-13.6,-18.1,2.29,-7.9,38.6,-3.02
7.7,-13.6,-18.1,2.42,-7.91,38.8,-4.76
7.7,-13.6,-18.2,2.55,-7.93,39,-6.55
7.7,-13.6,-18.2,2.69,-7.96,39.3,-8.42
7.71,-13.6,-18.2,2.82,-7.99,39.7,-10.4
7.71,-13.6,-18.2,2.96,-8.03,40.2,-12.4
7.71,-13.6,-18.3,3.09,-8.07,40.8,-14.5
7.72,-13.6,-18.3,3.23,-8.12,41.4,-16.7
7.72,-13.5,-18.3,3.37,-8.18,42.2,-19
7.72,-13.5,-18.4,3.51,-8.25,43,-21.4
7.73,-13.5,-18.4,3.65,-8.32,44,-23.8
7.73,-13.5,-18.4,3.79,-8.4,45,-26.3
7.73,-13.5,-18.4,3.93,-8.49,46.2,-29
7.74,-13.5,-18.5,4.08,-8.58,47.5,-31.9
7.74,-13.5,-18.5,4.22,-8.68,48.8,-34.7
7.74,-13.5,-18.5,4.36,-8.78,50.3,-37.6
7.74,-13.5,-18.5,4.51,-8.9,51.9,-40.7
7.75,-13.4,-18.6,4.66,-9.02,53.6,-44
7.75,-13.4,-18.6,4.8,-9.14,55.3,-47.2
7.75,-13.4,-18.6,4.95,-9.27,57.1,-50.5
7.75,-13.4,-18.6,5.1,-9.4,59.1,-54
7.76,-13.4,-18.7,5.26,-9.55,61.1,-57.7
7.76,-13.4,-18.7,5.41,-9.69,63.1,-61.2
7.76,-13.4,-18.7,5.56,-9.84,65.2,-64.8
7.76,-13.3,-18.7,5.71,-10,67.4,-68.5
7.77,-13.3,-18.8,5.88,-10.2,69.6,-72.4
7.77,-13.3,-18.8,6.03,-10.3,71.7,-75.9
7.77,-13.3,-18.8,6.19,-10.5,73.8,-79.5
7.77,-13.3,-18.8,6.35,-10.7,75.9,-83.1
7.78,-13.3,-18.8,6.52,-10.9,77.8,-86.6
7.78,-13.3,-18.9,6.68,-11,79.6,-89.8
7.78,-13.3,-18.9,6.85,-11.2,81.2,-92.7
7.78,-13.2,-18.9,7.02,-11.4,82.5,-95.3
7.78,-13.2,-18.9,7.19,-11.6,83.4,-97.3
7.79,-13.2,-19,7.35,-11.8,83.9,-98.6
7.79,-13.2,-19,7.5,-12,83.8,-99.2
7.79,-13.2,-19,7.66,-12.2,83.1,-99
7.79,-13.2,-19,7.81,-12.4,81.7,-97.9
7.79,-13.2,-19,7.92,-12.5,80.1,-96.3
7.79,-13.1,-19.1,8.03,-12.6,78,-94
7.8,-13.1,-19.1,8.14,-12.8,75.3,-90.9
7.8,-13.1,-19.1,8.24,-12.9,71.9,-86.9
7.8,-13.1,-19.1,8.34,-13,67.9,-82
7.8,-13.1,-19.1,8.43,-13.1,63.3,-76.3
7.8,-13.1,-19.1,8.52,-13.2,57.9,-69.5
7.8,-13.1,-19.2,8.59,-13.3,51.9,-61.9
7.8,-13.1,-19.2,8.66,-13.4,46,-54.3
7.8,-13.1,-19.2,8.71,-13.4,39.5,-46
7.81,-13,-19.2,8.76,-13.5,32.7,-37.1
7.81,-13,-19.2,8.79,-13.5,25.4,-27.7
7.81,-13,-19.3,8.82,-13.6,17.9,-18
7.81,-13,-19.3,8.84,-13.6,10.2,-7.98
7.81,-13,-19.3,8.85,-13.6,2.47,2.16
7.81,-13,-19.3,8.84,-13.6,-5.29,12.3
7.81,-13,-19.3,8.83,-13.5,-15,25
7.82,-13,-19.3,8.8,-13.5,-24.4,37.1
7.82,-12.9,-19.4,8.75,-13.4,-33.2,48.6
7.82,-12.9,-19.4,8.69,-13.3,-41.3,59.1
7.82,-12.9,-19.4,8.63,-13.3,-47.2,66.7
7.82,-12.9,-19.4,8.57,-13.2,-52.6,73.6
7.82,-12.9,-19.4,8.5,-13.1,-57.4,79.7
7.82,-12.9,-19.5,8.42,-13,-61.6,85
7.83,-12.9,-19.5,8.34,-12.9,-65,89.1
7.83,-12.9,-19.5,8.27,-12.7,-67.8,92.6
7.83,-12.9,-19.5,8.19,-12.6,-70.3,95.5
7.83,-12.8,-19.5,8.1,-12.5,-72.3,97.8
7.83,-12.8,-19.5,8.01,-12.4,-74,99.7
7.83,-12.8,-19.5,7.92,-12.3,-75.2,101
7.83,-12.8,-19.6,7.83,-12.2,-76.2,102
7.83,-12.8,-19.6,7.74,-12,-76.8,102
7.83,-12.8,-19.6,7.64,-11.9,-77.1,102
7.84,-12.8,-19.6,7.53,-11.8,-77.2,102
7.84,-12.8,-19.6,7.43,-11.6,-76.9,101
7.84,-12.8,-19.6,7.33,-11.5,-76.5,100
7.84,-12.8,-19.7,7.21,-11.3,-75.7,99
7.84,-12.7,-19.7,7.1,-11.2,-74.8,97.3
7.84,-12.7,-19.7,6.99,-11,-73.7,95.3
7.84,-12.7,-19.7,6.87,-10.9,-72.4,93.2
7.85,-12.7,-19.7,6.74,-10.7,-70.7,90.4
7.85,-12.7,-19.8,6.6,-10.6,-68.9,87.5
7.85,-12.7,-19.8,6.47,-10.4,-67,84.5
7.85,-12.7,-19.8,6.34,-10.2,-65.1,81.5
7.85,-12.7,-19.8,6.19,-10,-62.6,77.7
7.86,-12.6,-19.8,6.04,-9.85,-60.2,73.9
7.86,-12.6,-19.9,5.9,-9.68,-57.9,70.3
7.86,-12.6,-19.9,5.76,-9.51,-55.6,66.8
7.86,-12.6,-19.9,5.63,-9.35,-53.5,63.4
7.87,-12.6,-19.9,5.5,-9.2,-51.4,60.2
7.87,-12.6,-20,5.38,-9.06,-49.5,57.1
7.87,-12.6,-20,5.26,-8.92,-47.6,54.1
7.87,-12.5,-20,5.14,-8.8,-45.8,51.3
7.88,-12.5,-20,5.03,-8.67,-44.2,48.6
7.88,-12.5,-20,4.93,-8.56,-42.6,46.1
7.88,-12.5,-20.1,4.82,-8.45,-41.1,43.7
7.88,-12.5,-20.1,4.71,-8.33,-39.6,41.2
7.89,-12.5,-20.1,4.61,-8.22,-38.2,38.9
7.89,-12.5,-20.1,4.51,-8.12,-36.9,36.7
7.89,-12.5,-20.1,4.41,-8.03,-35.7,34.6
7.9,-12.5,-20.2,4.31,-7.93,-34.4,32.5
7.9,-12.4,-20.2,4.21,-7.84,-33.3,30.4
7.9,-12.4,-20.2,4.11,-7.75,-32.2,28.5
7.9,-12.4,-20.2,4.02,-7.67,-31.2,26.6
7.91,-12.4,-20.3,3.92,-7.59,-30.3,24.7
7.91,-12.4,-20.3,3.83,-7.51,-29.3,22.9
7.91,-12.4,-20.3,3.73,-7.44,-28.5,21.2
7.92,-12.4,-20.3,3.64,-7.37,-27.8,19.6
7.92,-12.4,-20.4,3.54,-7.31,-27,17.9
7.92,-12.3,-20.4,3.45,-7.25,-26.3,16.3
7.93,-12.3,-20.4,3.36,-7.19,-25.7,14.8
7.93,-12.3,-20.4,3.27,-7.14,-25.2,13.3
7.94,-12.3,-20.5,3.17,-7.09,-24.7,11.8
7.94,-12.3,-20.5,3.08,-7.05,-24.2,10.4
7.94,-12.3,-20.5,2.99,-7.02,-23.8,9.04
7.95,-12.3,-20.5,2.9,-6.98,-23.5,7.72
7.95,-12.3,-20.6,2.81,-6.96,-23.2,6.41
7.95,-12.2,-20.6,2.72,-6.93,-22.9,5.15
7.96,-12.2,-20.6,2.63,-6.92,-22.7,3.93
7.96,-12.2,-20.7,2.55,-6.9,-22.5,2.75
7.97,-12.2,-20.7,2.46,-6.9,-22.4,1.6
7.97,-12.2,-20.7,2.37,-6.89,-22.2,0.499
7.97,-12.2,-20.7,2.29,-6.89,-22.1,-0.57
7.98,-12.2,-20.8,2.2,-6.9,-22,-1.6
7.98,-12.2,-20.8,2.12,-6.9,-22,-2.58
7.98,-12.2,-20.8,2.03,-6.92,-21.9,-3.52
7.99,-12.2,-20.8,1.95,-6.93,-21.8,-4.41
7.99,-12.2,-20.9,1.87,-6.95,-21.7,-5.25
8,-12.2,-20.9,1.78,-6.97,-21.6,-6.04
8,-12.1,-20.9,1.7,-7,-21.5,-6.77
8,-12.1,-20.9,1.62,-7.02,-21.3,-7.43
8.01,-12.1,-21,1.54,-7.05,-21.2,-8.02
8.01,-12.1,-21,1.46,-7.08,-20.9,-8.54
8.02,-12.1,-21,1.38,-7.12,-20.6,-8.96
8.02,-12.1,-21.1,1.3,-7.15,-20.3,-9.29
8.02,-12.1,-21.1,1.22,-7.19,-19.8,-9.51
8.03,-12.1,-21.1,1.13,-7.23,-19.3,-9.62
8.03,-12.1,-21.1,1.05,-7.28,-18.6,-9.57
8.04,-12.1,-21.2,0.969,-7.32,-17.8,-9.35
8.04,-12.1,-21.2,0.893,-7.36,-16.9,-8.98
8.04,-12.1,-21.2,0.839,-7.39,-16.1,-8.58
8.05,-12.1,-21.3,0.787,-7.41,-15.2,-8.08
8.05,-12.1,-21.3,0.738,-7.44,-14.3,-7.5
8.05,-12.1,-21.3,0.692,-7.46,-13.3,-6.82
8.06,-12.1,-21.3,0.649,-7.48,-12.3,-6.07
8.06,-12.1,-21.4,0.611,-7.5,-11.2,-5.24
8.06,-12.1,-21.4,0.575,-7.52,-10,-4.35
8.07,-12.1,-21.4,0.544,-7.53,-8.83,-3.4
8.07,-12.1,-21.4,0.517,-7.54,-7.62,-2.42
8.07,-12.1,-21.5,0.494,-7.55,-6.39,-1.41
8.08,-12.1,-21.5,0.476,-7.55,-5.15,-0.39
8.08,-12.1,-21.5,0.461,-7.55,-3.9,0.639
8.08,-12.1,-21.5,0.45,-7.55,-2.58,1.73
8.09,-12.1,-21.6,0.443,-7.54,-1.28,2.79
8.09,-12.1,-21.6,0.441,-7.53,-0.0113,3.81
8.09,-12.1,-21.6,0.443,-7.51,1.22,4.79
8.1,-12.1,-21.6,0.449,-7.49,2.38,5.7
8.1,-12.1,-21.7,0.459,-7.47,3.49,6.53
8.1,-12.1,-21.7,0.473,-7.45,4.54,7.3
8.11,-12.1,-21.7,0.49,-7.42,5.53,7.98
8.11,-12.1,-21.7,0.511,-7.39,6.44,8.57
8.12,-12.1,-21.8,0.534,-7.36,7.29,9.08
8.12,-12.1,-21.8,0.561,-7.33,8.06,9.49
8.12,-12,-21.8,0.589,-7.3,8.76,9.83
8.13,-12,-21.8,0.618,-7.27,9.34,10.1
8.13,-12,-21.9,0.648,-7.24,9.87,10.2
8.13,-12,-21.9,0.679,-7.2,10.3,10.3
8.13,-12,-21.9,0.712,-7.17,10.8,10.3
8.14,-12,-21.9,0.747,-7.14,11.1,10.3
8.14,-12,-22,0.783,-7.11,11.5,10.2
8.14,-12,-22,0.82,-7.08,11.8,10
8.15,-12,-22,0.857,-7.04,12,9.85
8.15,-12,-22,0.899,-7.01,12.3,9.59
8.15,-12,-22,0.941,-6.98,12.5,9.27
8.16,-12,-22.1,0.984,-6.95,12.6,8.92
8.16,-12,-22.1,1.03,-6.92,12.8,8.52
8.16,-12,-22.1,1.08,-6.88,12.9,8
8.17,-12,-22.1,1.13,-6.85,13,7.44
8.17,-12,-22.2,1.19,-6.82,13.1,6.83
8.18,-12,-22.2,1.24,-6.8,13.2,6.2
8.18,-12,-22.2,1.3,-6.77,13.3,5.5
8.19,-12,-22.3,1.36,-6.75,13.3,4.77
8.19,-12,-22.3,1.41,-6.73,13.4,4.01
8.19,-12,-22.3,1.47,-6.71,13.5,3.23
8.2,-12,-22.4,1.53,-6.7,13.6,2.44
8.2,-12,-22.4,1.59,-6.69,13.6,1.62
8.21,-12,-22.4,1.65,-6.69,13.7,0.785
8.21,-11.9,-22.4,1.71,-6.69,13.9,-0.0683
8.22,-11.9,-22.5,1.76,-6.69,14,-0.893
8.22,-11.9,-22.5,1.82,-6.69,14.1,-1.74
8.22,-11.9,-22.5,1.88,-6.7,14.3,-2.6
8.23,-11.9,-22.5,1.94,-6.71,14.5,-3.48
8.23,-11.9,-22.6,2,-6.73,14.7,-4.38
8.24,-11.9,-22.6,2.06,-6.75,15,-5.31
8.24,-11.9,-22.6,2.12,-6.77,15.3,-6.26
8.24,-11.9,-22.7,2.18,-6.8,15.6,-7.24
8.25,-11.9,-22.7,2.25,-6.83,15.9,-8.26
8.25,-11.9,-22.7,2.31,-6.87,16.3,-9.31
8.26,-11.9,-22.7,2.38,-6.91,16.7,-10.4
8.26,-11.8,-22.8,2.45,-6.95,17.2,-11.5
8.26,-11.8,-22.8,2.51,-7,17.7,-12.7
8.27,-11.8,-22.8,2.58,-7.05,18.3,-13.9
8.27,-11.8,-22.9,2.66,-7.11,18.9,-15.2
8.28,-11.8,-22.9,2.73,-7.17,19.5,-16.5
8.28,-11.8,-22.9,2.81,-7.23,20.2,-17.9
8.28,-11.8,-22.9,2.88,-7.3,20.9,-19.3
8.29,-11.8,-23,2.96,-7.38,21.7,-20.8
8.29,-11.8,-23,3.05,-7.46,22.6,-22.4
8.29,-11.8,-23,3.13,-7.54,23.4,-23.9
8.3,-11.7,-23,3.21,-7.63,24.4,-25.6
8.3,-11.7,-23.1,3.29,-7.72,25.4,-27.3
8.3,-11.7,-23.1,3.38,-7.81,26.4,-29.1
8.31,-11.7,-23.1,3.47,-7.91,27.4,-30.9
8.31,-11.7,-23.1,3.56,-8.01,28.5,-32.8
8.31,-11.7,-23.2,3.65,-8.12,29.7,-34.7
8.32,-11.7,-23.2,3.75,-8.23,30.9,-36.8
8.32,-11.7,-23.2,3.84,-8.34,32.1,-38.8
8.32,-11.7,-23.2,3.93,-8.46,33.3,-40.8
8.33,-11.6,-23.3,4.03,-8.58,34.5,-42.9
8.33,-11.6,-23.3,4.14,-8.71,35.8,-45.1
8.33,-11.6,-23.3,4.23,-8.83,37,-47.2
8.33,-11.6,-23.3,4.34,-8.96,38.2,-49.2
8.34,-11.6,-23.4,4.44,-9.1,39.4,-51.3
8.34,-11.6,-23.4,4.55,-9.24,40.6,-53.4
8.34,-11.6,-23.4,4.66,-9.39,41.6,-55.3
8.35,-11.6,-23.4,4.77,-9.53,42.5,-57.1
8.35,-11.5,-23.5,4.88,-9.69,43.3,-58.7
8.35,-11.5,-23.5,5,-9.84,43.8,-60
8.35,-11.5,-23.5,5.1,-9.98,44.1,-60.9
8.36,-11.5,-23.5,5.2,-10.1,44.1,-61.5
8.36,-11.5,-23.6,5.31,-10.3,43.7,-61.6
8.36,-11.5,-23.6,5.41,-10.4,42.9,-61.3
8.36,-11.5,-23.6,5.49,-10.5,42,-60.6
8.36,-11.5,-23.6,5.56,-10.6,40.8,-59.5
8.37,-11.5,-23.6,5.63,-10.7,39.3,-58
8.37,-11.4,-23.7,5.7,-10.8,37.4,-56
8.37,-11.4,-23.7,5.76,-10.9,35.1,-53.4
8.37,-11.4,-23.7,5.82,-11,32.4,-50.4
8.37,-11.4,-23.7,5.88,-11.1,29.3,-46.8
8.37,-11.4,-23.7,5.93,-11.2,25.8,-42.7
8.38,-11.4,-23.8,5.97,-11.3,22.3,-38.5
8.38,-11.4,-23.8,6,-11.3,18.5,-33.9
8.38,-11.4,-23.8,6.03,-11.4,14.4,-29
8.38,-11.4,-23.8,6.05,-11.4,10.1,-23.7
8.38,-11.4,-23.8,6.06,-11.4,5.64,-18.3
8.38,-11.3,-23.9,6.06,-11.5,1.03,-12.6
8.39,-11.3,-23.9,6.06,-11.5,-3.68,-6.85
8.39,-11.3,-23.9,6.05,-11.5,-8.44,-1.03
8.39,-11.3,-23.9,6.03,-11.5,-14,5.79
8.39,-11.3,-23.9,6,-11.5,-19.5,12.5
8.39,-11.3,-23.9,5.96,-11.4,-24.8,18.8
8.39,-11.3,-24,5.91,-11.4,-29.8,24.9
8.4,-11.3,-24,5.85,-11.4,-34.2,30.1
8.4,-11.3,-24,5.79,-11.3,-38.2,34.9
8.4,-11.3,-24,5.72,-11.2,-41.9,39.2
8.4,-11.2,-24,5.65,-11.2,-45.3,42.9
8.4,-11.2,-24.1,5.58,-11.1,-47.8,45.7
8.4,-11.2,-24.1,5.51,-11,-50,48.1
8.41,-11.2,-24.1,5.43,-11,-52,50.1
8.41,-11.2,-24.1,5.36,-10.9,-53.7,51.8
8.41,-11.2,-24.1,5.28,-10.8,-55.2,53.2
8.41,-11.2,-24.1,5.19,-10.7,-56.4,54.2
8.41,-11.2,-24.2,5.11,-10.6,-57.4,54.9
8.41,-11.2,-24.2,5.02,-10.6,-58.2,55.4
8.41,-11.2,-24.2,4.93,-10.5,-58.8,55.6
8.42,-11.2,-24.2,4.84,-10.4,-59.3,55.6
8.42,-11.2,-24.2,4.74,-10.3,-59.5,55.3
8.42,-11.1,-24.2,4.65,-10.2,-59.7,54.8
8.42,-11.1,-24.3,4.55,-10.1,-59.6,54.1
8.42,-11.1,-24.3,4.44,-10,-59.5,53.2
8.42,-11.1,-24.3,4.34,-9.93,-59.2,52.1
8.43,-11.1,-24.3,4.23,-9.84,-58.8,50.9
8.43,-11.1,-24.3,4.11,-9.74,-58.3,49.4
8.43,-11.1,-24.4,3.99,-9.63,-57.7,47.7
8.43,-11.1,-24.4,3.87,-9.54,-57,46
8.43,-11.1,-24.4,3.75,-9.44,-56.2,44.3
8.44,-11.1,-24.4,3.58,-9.31,-55.1,41.7
8.44,-11.1,-24.4,3.41,-9.19,-54,39.1
8.44,-11.1,-24.5,3.25,-9.07,-52.9,36.6
8.45,-11,-24.5,3.09,-8.97,-51.8,34.1
8.45,-11,-24.5,2.95,-8.87,-50.9,31.7
8.45,-11,-24.6,2.8,-8.78,-49.9,29.5
8.46,-11,-24.6,2.66,-8.7,-49,27.3
8.46,-11,-24.6,2.52,-8.63,-48.2,25.3
8.46,-11,-24.6,2.39,-8.56,-47.5,23.4
8.46,-11,-24.7,2.26,-8.5,-46.8,21.6
8.47,-11,-24.7,2.13,-8.44,-46.2,19.9
8.47,-11,-24.7,2.01,-8.39,-45.7,18.3
8.47,-11,-24.7,1.89,-8.34,-45.1,16.7
8.47,-11,-24.7,1.76,-8.3,-44.7,15.2
8.48,-11,-24.8,1.64,-8.26,-44.3,13.8
8.48,-11,-24.8,1.52,-8.22,-43.9,12.4
8.48,-11,-24.8,1.39,-8.19,-43.5,11
8.49,-11,-24.8,1.27,-8.16,-43.2,9.73
8.49,-11,-24.9,1.15,-8.14,-43,8.5
8.49,-11,-24.9,1.03,-8.11,-42.8,7.33
8.49,-10.9,-24.9,0.906,-8.09,-42.6,6.19
8.5,-10.9,-24.9,0.783,-8.08,-42.4,5.11
8.5,-10.9,-25,0.661,-8.06,-42.3,4.08
8.5,-10.9,-25,0.539,-8.05,-42.2,3.1
8.51,-10.9,-25,0.418,-8.05,-42.1,2.17
8.51,-10.9,-25,0.297,-8.04,-42.1,1.29
8.51,-10.9,-25,0.176,-8.04,-42.1,0.462
8.51,-10.9,-25.1,0.0548,-8.04,-42.1,-0.326
8.52,-10.9,-25.1,-0.0751,-8.04,-42.1,-1.12
8.52,-10.9,-25.1,-0.205,-8.05,-42.2,-1.87
8.52,-10.9,-25.1,-0.335,-8.05,-42.2,-2.57
8.53,-10.9,-25.2,-0.466,-8.06,-42.3,-3.23
8.53,-10.9,-25.2,-0.608,-8.07,-42.4,-3.89
8.53,-10.9,-25.2,-0.75,-8.09,-42.5,-4.49
8.54,-10.9,-25.2,-0.893,-8.1,-42.6,-5.04
8.54,-11,-25.3,-1.04,-8.12,-42.7,-5.53
8.54,-11,-25.3,-1.2,-8.14,-42.8,-6.03
8.55,-11,-25.3,-1.36,-8.17,-42.9,-6.45
8.55,-11,-25.4,-1.53,-8.19,-43.1,-6.8
8.56,-11,-25.4,-1.69,-8.22,-43.2,-7.09
8.56,-11,-25.4,-1.89,-8.25,-43.3,-7.34
8.57,-11,-25.5,-2.1,-8.29,-43.3,-7.48
8.57,-11,-25.5,-2.3,-8.32,-43.4,-7.5
8.57,-11,-25.6,-2.51,-8.36,-43.3,-7.41
8.58,-11,-25.6,-2.72,-8.39,-43.2,-7.19
8.58,-11,-25.6,-2.93,-8.43,-43.1,-6.85
8.59,-11.1,-25.7,-3.14,-8.46,-42.9,-6.38
8.59,-11.1,-25.7,-3.35,-8.49,-42.6,-5.79
8.6,-11.1,-25.8,-3.57,-8.52,-42.1,-5.03
8.6,-11.1,-25.8,-3.79,-8.54,-41.6,-4.13
8.61,-11.1,-25.9,-4,-8.56,-41,-3.09
8.61,-11.1,-25.9,-4.21,-8.57,-40.3,-1.93
8.62,-11.2,-25.9,-4.44,-8.58,-39.4,-0.523
8.63,-11.2,-26,-4.66,-8.58,-38.3,1.02
8.63,-11.2,-26,-4.87,-8.57,-37.2,2.69
8.64,-11.3,-26.1,-5.08,-8.55,-35.9,4.48
8.64,-11.3,-26.1,-5.3,-8.51,-34.3,6.59
8.65,-11.3,-26.2,-5.51,-8.47,-32.7,8.81
8.66,-11.4,-26.3,-5.71,-8.4,-30.9,11.1
8.66,-11.4,-26.3,-5.9,-8.33,-29,13.5
8.67,-11.4,-26.4,-6.06,-8.25,-27.3,15.6
8.67,-11.5,-26.4,-6.2,-8.16,-25.5,17.7
8.68,-11.5,-26.4,-6.33,-8.05,-23.7,19.9
8.68,-11.5,-26.5,-6.46,-7.94,-21.9,22
8.69,-11.6,-26.5,-6.57,-7.81,-20,24.1
8.7,-11.6,-26.6,-6.68,-7.67,-18.1,26.2
8.7,-11.6,-26.6,-6.77,-7.52,-16.2,28.3
8.71,-11.7,-26.7,-6.86,-7.36,-14.3,30.4
8.71,-11.7,-26.7,-6.93,-7.19,-12.4,32.4
8.72,-11.7,-26.7,-7,-7,-10.6,34.4
8.72,-11.8,-26.8,-7.05,-6.81,-8.7,36.3
8.73,-11.8,-26.8,-7.09,-6.6,-6.88,38.1
8.73,-11.9,-26.8,-7.12,-6.39,-5.18,39.7
8.74,-11.9,-26.9,-7.15,-6.18,-3.52,41.3
8.74,-11.9,-26.9,-7.16,-5.96,-1.92,42.8
8.75,-12,-26.9,-7.17,-5.72,-0.374,44.2
8.76,-12,-27,-7.17,-5.49,1.1,45.5
8.76,-12.1,-27,-7.16,-5.24,2.51,46.7
8.77,-12.1,-27,-7.14,-4.99,3.83,47.8
8.77,-12.1,-27.1,-7.12,-4.73,5.08,48.7
8.78,-12.2,-27.1,-7.08,-4.45,6.34,49.6
8.78,-12.2,-27.1,-7.04,-4.16,7.48,50.4
8.79,-12.3,-27.1,-7,-3.87,8.51,51
8.79,-12.3,-27.1,-6.94,-3.57,9.42,51.4
8.8,-12.3,-27.2,-6.9,-3.34,10,51.7
8.8,-12.4,-27.2,-6.85,-3.11,10.6,51.8
8.81,-12.4,-27.2,-6.81,-2.87,11,51.9
8.81,-12.4,-27.2,-6.75,-2.64,11.4,51.9
8.82,-12.4,-27.2,-6.7,-2.41,11.7,51.8
8.82,-12.5,-27.2,-6.65,-2.18,12,51.6
8.83,-12.5,-27.2,-6.6,-1.95,12.1,51.4
8.83,-12.5,-27.2,-6.54,-1.72,12.2,51.1
8.83,-12.6,-27.2,-6.49,-1.51,12.2,50.7
8.84,-12.6,-27.3,-6.44,-1.31,12.2,50.3
8.84,-12.6,-27.3,-6.39,-1.1,12,49.9
8.85,-12.6,-27.3,-6.35,-0.901,11.9,49.5
8.85,-12.7,-27.3,-6.3,-0.718,11.7,49
8.85,-12.7,-27.3,-6.26,-0.537,11.5,48.6
8.86,-12.7,-27.3,-6.22,-0.358,11.2,48.1
8.86,-12.7,-27.3,-6.18,-0.18,10.9,47.6
8.86,-12.8,-27.3,-6.14,-0.0144,10.6,47.2
8.87,-12.8,-27.3,-6.1,0.15,10.2,46.7
8.87,-12.8,-27.3,-6.07,0.312,9.8,46.3
8.88,-12.8,-27.3,-6.03,0.473,9.38,45.8
8.88,-12.8,-27.3,-6,0.648,8.88,45.3
8.88,-12.9,-27.3,-5.96,0.822,8.34,44.8
8.89,-12.9,-27.3,-5.93,0.993,7.78,44.4
8.89,-12.9,-27.3,-5.91,1.16,7.18,43.9
8.9,-12.9,-27.2,-5.87,1.38,6.37,43.4
8.9,-13,-27.2,-5.84,1.59,5.5,43
8.91,-13,-27.2,-5.82,1.8,4.59,42.6
8.91,-13,-27.2,-5.8,2.01,3.62,42.3
8.92,-13.1,-27.2,-5.78,2.24,2.52,42
8.92,-13.1,-27.2,-5.77,2.46,1.35,41.9
8.93,-13.1,-27.2,-5.77,2.68,0.122,41.8
8.93,-13.1,-27.2,-5.77,2.9,-1.18,41.9
8.94,-13.2,-27.2,-5.78,3.09,-2.34,42.1
8.94,-13.2,-27.1,-5.79,3.28,-3.55,42.4
8.95,-13.2,-27.1,-5.81,3.47,-4.83,42.9
8.95,-13.3,-27.1,-5.83,3.66,-6.17,43.4
8.95,-13.3,-27.1,-5.86,3.84,-7.44,44
8.96,-13.3,-27.1,-5.89,4.02,-8.77,44.7
8.96,-13.3,-27.1,-5.93,4.2,-10.2,45.6
8.97,-13.3,-27,-5.98,4.38,-11.6,46.5
8.97,-13.4,-27,-6.02,4.55,-13,47.5
8.97,-13.4,-27,-6.07,4.73,-14.4,48.5
8.98,-13.4,-27,-6.13,4.91,-15.9,49.7
